,회사명,날짜,언론사,기사제목,링크,본문
0,NC soft, 2020-02-2820:32,채널A ,"포스코 50억, 미래에셋·엔씨 20억…기업 ‘기부 릴레이’",https://finance.naver.com/news/news_read.nhn?article_id=0000187301&office_id=449&mode=search&query=엔씨&page=1,"[""       포스코 50억, 미래에셋·엔씨 20억…기업 ‘기부 릴레이’      기사입력2020-02-28 20:32기사원문좋아요훈훈해요좋아요 평가하기공감좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0댓글 오늘도 코로나 19 극복을 위한 기업들의 기부 릴레이가 이어졌습니다.   포스코그룹이 50억 원, 미래에셋과 엔씨소프트가 각각 20억 원을 전국재해 구호협회에, 네이버는 사회복지 공동모금회에 20억 원을 전달했습니다.   하이트진로는 방역물품과 성금 12억 원을, 현대백화점 그룹과 메르세데스 벤츠는 10억 원, 효성 5억 원, LS그룹이 3억 원을 기부했습니다.   성금은 대구·경북 지역과 취약계층 지원에 쓰이게 됩니다.   ▶ '채널A' LIVE 무료 보기▶ 네이버에서 '채널A' 구독하기▶[기사 보기][단독][팩트맨]‘똑똑똑’ 의문의 여성, 대구 통장도 아니었다꿈을 담는 캔버스 채널A  ⓒCHANNEL A(www.ichannela.com), 무단 전재 및 재배포 금지채널A 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.정전기 필터 부착한 면 마스크, 비말 차단 효과 높다[단독]자가격리 중 해장국 먹으러 외출…한밤 수색 소동[단독]베트남에 여행갔다 날벼락…증상 없는데 군부대 격리명성교회 부목사와 엘리베이터 동승한 구청 직원 확진[단독][팩트맨]'똑똑똑' 의문의 여성, 대구 통장도 아니었다좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0기사제공 :""]"
1,NC soft, 2020-02-2818:36,한국경제 ,"28일, 외국인 거래소에서 한진칼(+3.38%), 카카오(-3.64%) 등 순매수",https://finance.naver.com/news/news_read.nhn?article_id=0004298515&office_id=015&mode=search&query=엔씨&page=1,"['       28일, 외국인 거래소에서 한진칼(+3.38%), 카카오(-3.64%) 등 순매수      기사입력2020-02-28 18:36기사원문좋아요훈훈해요좋아요 평가하기공감좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0댓글 외국인 투자자는 28일 거래소에서 한진칼, 카카오, 삼성물산 등을 중점적으로 사들인 것으로 나타났다.외국인 투자자의 순매수 상위 20개 종목은 한진칼, 카카오, 삼성물산, 셀트리온, 삼성SDI, 엔씨소프트, LG유플러스, 포스코케미칼, 더존비즈온, 삼성전기등이다.이중에 전기,전자 업종에 속한 종목이 5개 포함되어 있다.한진칼 등은 전일 대비 주가가 상승했고, 카카오, 삼성물산, 셀트리온 등은 주가가 하락했다.[02월28일]거래소 외국인 순매수 상위 종목한경로보뉴스이 기사는 한국경제신문과 금융 AI 전문기업 씽크풀이 공동 개발한 기사 자동생성 알고리즘에 의해 실시간으로 작성된 것입니다.▶ 네이버에서 한국경제 뉴스를 받아보세요▶ 한경닷컴 바로가기  ▶ 모바일한경 구독신청 ⓒ 한국경제 & hankyung.com, 무단전재 및 재배포 금지한국경제 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.""딱 봐도 불륜이네""…확진자들 \'울상\'\'박항서 매직\' 어디 가고…베트남, 결국외신 ""한국 최악 시나리오는 삼성전자가…""""4월 전에 강남 아파트 안 팔았다간""대구 확진자 절반이…\'초비상\'좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0기사제공 :']"
2,NC soft, 2020-02-2818:07,한국경제 ,엔씨소프트 '코로나 성금' 20억 쾌척,https://finance.naver.com/news/news_read.nhn?article_id=0004298509&office_id=015&mode=search&query=엔씨&page=1,"['       엔씨소프트 \'코로나 성금\' 20억 쾌척      기사입력2020-02-28 18:07기사원문좋아요훈훈해요좋아요 평가하기공감좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0댓글넷마블·코웨이 함께 20억 기부하이트진로, 12억 물품·성금동승, 동대문시장 임대료 인하신종 코로나바이러스 감염증(코로나19) 확산에 따른 피해를 돕기 위한 기업들의 지원이 이어지고 있다.엔씨소프트(대표 김택진·사진)는 28일 성금 20억원을 희망브리지 전국재해구호협회에 기부했다. 이번 성금은 피해 복구와 의료 활동에 사용될 예정이다.넷마블도 성금 20억원을 재해구호협회에 기탁했다. 넷마블은 최근 계열사로 편입한 코웨이와 각각 10억원씩 성금을 출연했다.하이트진로는 총 12억원 규모의 방역 물품 및 성금을 내놨다. 대구·경북 지역의 자가격리자, 의료진, 취약계층 등을 위해 마스크 20만 장과 손 세정제 6만 개, 생수와 블랙보리 총 31만9000병을 우선 제공할 계획이다. 도시가스 등 에너지사업을 하는 삼천리도 사회복지공동모금회에 성금 1억원을 기탁했다.하이네켄코리아는 대구 지역에 마스크 2만 장과 손 세정제 2200개 등 1억원 상당의 물품을 지원하기로 했다.판매 부진으로 어려움을 겪는 상인들을 돕는 손길도 이어지고 있다. 서울 동대문종합시장과 JW메리어트동대문스퀘어서울을 소유한 동승은 동대문 종합시장 점포 임대료를 3개월 동안 20% 인하한다고 이날 밝혔다. 이곳에 입점한 점포는 4300여 개다. 올해 예정됐던 임대료 인상은 3개월간 미루고, 보증금 인상안도 철회하기로 했다.외식사업가 백종원 씨가 대표로 있는 더본코리아도 전국 1480여 개 가맹점을 대상으로 2개월치 로열티를 전액 감면하고 주요 식자재 공급가를 한시적으로 낮추기로 했다.안효주 기자 joo@hankyung.com▶ 네이버에서 한국경제 뉴스를 받아보세요▶ 한경닷컴 바로가기  ▶ 모바일한경 구독신청 ⓒ 한국경제 & hankyung.com, 무단전재 및 재배포 금지한국경제 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.""딱 봐도 불륜이네""…확진자들 \'울상\'\'박항서 매직\' 어디 가고…베트남, 결국외신 ""한국 최악 시나리오는 삼성전자가…""""4월 전에 강남 아파트 안 팔았다간""대구 확진자 절반이…\'초비상\'좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0기사제공 :']"
3,NC soft, 2020-02-2817:54,매일경제 ,"엔씨소프트·넷마블·하이트진로·벤츠…""힘내라 대구""",https://finance.naver.com/news/news_read.nhn?article_id=0004527047&office_id=009&mode=search&query=엔씨&page=1,"['       엔씨소프트·넷마블·하이트진로·벤츠…""힘내라 대구""      기사입력2020-02-28 17:54기사원문좋아요훈훈해요좋아요 평가하기공감좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0댓글기업들 나눔 손길 줄이어코로나19 확산으로 고통을 겪는 이들을 돕기 위한 기업들 나눔의 손길이 28일에도 줄을 이었다. 엔씨소프트는 이날 성금 20억원을 희망브리지 전국재해구호협회에 기부했다. 김택진 엔씨소프트 대표는 ""코로나19로 피해를 보신 분들에게 도움이 되길 바란다""고 말했다. 넷마블 역시 이날 최근 계열사로 편입된 코웨이와 함께 10억원씩 20억원을 출연해 같은 곳에 기부했다고 밝혔다.하이트진로(대표 김인규)는 대구·경북 지역에 물품과 성금 총 12억원을 지원한다고 이날 밝혔다. 전달된 성금과 물품은 대한적십자사 대구지사를 통해 대구·경북 지역의 코로나19 감염 예방을 위해 쓰일 예정이다. 최근 한진칼 지분을 10% 넘게 사들여 눈길을 끌고 있는 반도건설도 코로나19 확산 방지에 동참하기 위해 희망브리지 전국재해구호협회에 성금 2억원을 기탁했다고 밝혔다. 대구시에 본사를 둔 한국감정원도 대구시에 코로나19 성금 1억원을 기부했고, 중견 건설사 라온그룹도 지난 27일 성금 1억원을 대구사회복지공동모금회에 전달했다.비와이엔블랙야크(회장 강태선)와 동진레저는 대구·경북 지역 의료인과 방역 요원을 위해 기능성 의류 1000점을 전달했다. 패션기업 신원(대표 박정주)도 대한적십자사 대구지사에 기부금 1억원을 전달했다. 기부금은 방역물품 지원과 긴급 구호물품 등에 사용될 예정이다. 메르세데스-벤츠도 코로나19 지원에 나선다. 28일 메르세데스-벤츠 사회공헌위원회(의장 디미트리스 실라키스)는 코로나19 확산을 방지하기 위해 사회복지법인 아이들과 미래재단에 10억원을 기부하고 판매실적에 따라 추가로 기부금을 전달할 예정이라고 밝혔다. 3월부터 5월까지 판매차량 1대당 10만원의 기부금을 적립한 뒤 10억원 이상 누적되면 추가로 기부할 방침이다.  [이호승 기자 / 최재원 기자 / 심상대 기자 / 박윤구 기자]▶기사공유하고 코인적립하세요 \'M코인\'▶네이버 메인에서 \'매일경제\'를 받아보세요\xa0▶뉴스레터 \'매콤달콤\' 구독[ⓒ 매일경제 & mk.co.kr, 무단전재 및 재배포 금지]매일경제 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.\'forest\' 이어 \'fonfon\'…이번엔 무슨 테스트?홍콩서 확진자 반려견도 첫 양성반응…당국 촉각미스맥심 한지나, 귀여운 얼굴에 이런 몸매 반칙""세상에 단 한 대""…나만을 위한 맞춤 생산 車\'김수미 아들\' 정명호, 사기 혐의 피소 진실은?좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0기사제공 :']"
4,NC soft, 2020-02-2817:50,뉴시스 ,넥슨·엔씨에 이어 넷마블도 코로나 성금 20억 기부,https://finance.naver.com/news/news_read.nhn?article_id=0009728807&office_id=003&mode=search&query=엔씨&page=1,"['       넥슨·엔씨에 이어 넷마블도 코로나 성금 20억 기부      기사입력2020-02-28 17:50기사원문좋아요훈훈해요좋아요 평가하기공감좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0댓글넷마블, 코웨이 각 10억씩 희망브리지에 기부[서울=뉴시스] 이재은 기자 = 넷마블은 코로나19 확산에 따른 위기 극복을 위해 전국재해구호협회에 성금 20억원을 기부했다고 28일 밝혔다.넷마블과 최근 계열사로 편입된 코웨이가 각 10억원씩 성금을 출연해 전국재해구호협회 희망브리지에 일괄 기부했다.전국재해구호협회는 이 성금을 방호 물품, 진단키트 등 의료물품 부족 상황에 직면한 전국 의료진들과 의료·복지 시설 방역 지원에 사용할 예정이다.넷마블은 “전국 의료진들이 방호·예방 물품 부족으로 큰 어려움을 겪고 있어, 이들의 노고를 위로하고 위기상황을 극복하는데 조금이나마 도움이 됐으면 하는 바람""이라고 말했다. 앞서 다른 게임업계 \'빅3\'인 넥슨과 엔씨소프트 역시 각각 대한적십사와 희망브리지 전국재해구호협회에 20억씩 기부했다.☞공감언론 뉴시스 lje@newsis.com▶ K-Artprice 오픈! 미술작품 가격을 공개합니다▶ 뉴시스 빅데이터 MSI 주가시세표 바로가기 <ⓒ 공감언론 뉴시스통신사. 무단전재-재배포 금지>뉴시스 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.서울 광진구서 이탈리아 출장 다녀온 30대 남성 확진신천지 31번 환자 ""내 덕에 많은 생명 건질수 있었다""신발만 신은 알몸 여성 속초 바다서 숨진 채 발견홍콩 ""코로나19 확진자 반려견, \'미약한 양성반응\'""""우리 스님 욕하지마"" 같이 죽자며 신도에 흉기 휘두른 승려좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0기사제공 :']"
5,NC soft, 2020-02-2816:26,이데일리 ,[e슬기로운 투자생활]코로나19에 글로벌증시는 '방콕株' 찾는다,https://finance.naver.com/news/news_read.nhn?article_id=0004586316&office_id=018&mode=search&query=엔씨&page=1,"['       [e슬기로운 투자생활]코로나19에 글로벌증시는 \'방콕株\' 찾는다      기사입력2020-02-28 16:26기사원문좋아요훈훈해요좋아요 평가하기공감좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0댓글넷플릭스, 애플 등 IT株 폭락에도 홀로 상승세 유지美선 \'Stay at home\' 관련주 물색…게임·재택근무 SW등[이데일리 이슬기 기자] 뉴욕증시가 연일 폭락하고 시장을 이끌었던 IT 공룡들 마저 무릎을 꿇고 있는 가운데 꼿꼿한 대장주가 하나 있나니…. 바로 넷플릭스가 그 주인공 입니다. 신종 코로나 바이러스 감염증(코로나19)에 애플이 이달에만 11% 하락하고 구글도 8% 하락한 반면, 넷플릭스는 7%대 상승세를 유지 중(28일 기준)이죠. 코로나19에 ‘방콕’족이 늘어나면서 집에서 즐길 수 있는 넷플릭스의 몸값이 훅 뛴 겁니다.미국 투자은행 레이먼드제임스의 저스틴 패터슨 애널리스트는 26일 “넷플릭스 콘텐츠는 실내에서 소비하는 시간이 늘어날 때 혜택을 누릴 수 있다”며 “히트 시리즈인 ‘위쳐(The Witcher)’를 포함한 넷플릭스의 콘텐츠 라인업은 소비자들에게 반향을 일으키고 있다”며 넷플릭스 주식 매수를 강하게 추천했습니다.주가가 훅 뛴 건 비단 넷플릭스 뿐만이 아닙니다. 지난해 상장했던 화상회의 소프트웨어 판매업체 ‘줌(Zoom)’은 지난 27일(현지시간) 무려 전일 대비 30.64% 오르는 등 폭등을 지속하고 있습니다. 이달 들어서만 벌써 150% 넘게 올랐죠. 코로나19로 재택근무가 늘어나면서 화상회의 소프트웨어를 파는 줌에 투자자들의 시선이 한번에 쏠린 겁니다. 일본 증시에서도 재택근무가 늘어나며 관련 서비스를 제공하는 HENNGE가 지난 26일 상장 이후 최고치를 경신하기도 했습니다. 2월 들어서만 47% 넘게 올랐죠.‘방콕주’의 폭등은 한국에서도 예외가 아닙니다. 한국증시에서 방에 틀어박혀서 할 수 있는 게임주는 여전히 상승권에 머물러 있는 게 그 방증이죠. 엔씨소프트(036570)는 2월 이래 상승권을 유지중이고요, 연초 이래로는 20% 가까운 상승세를 보이고 있습니다. 코스피 지수가 2월 이래로만 6% 이상 떨어진 것과는 반대 흐름이죠. 안재민 NH투자증권 연구원은 “코로나19의 영향으로 경기 둔화 가능성이 존재하나 사람들의 외부 활동이 줄어들면서 게임 플레이 시간이 늘어나 게임산업의 상대적인 수혜가 예상된다”며 “게임주는 불확실한 상황에서 방어주 성격을 할 것으로 전망한다”고 말하기도 했습니다.이미 시장은 코로나19를 판데믹(Pandemic·대유행) 상황이라고 가정하고 있는 상황. 시장에서는 판데믹에 대응한 개인들이 점점 방콕을 할 것이라 보고 ‘방콕주’를 찾아 나서고 있습니다. 뉴욕 투자자문사 MKM파트너스는 ‘방콕(Stay at home)’ 추천주를 리스팅해서 추천하기도 했죠. 이중엔 넷플릭스와 줌 뿐만 아니라 음식점 검색·배달어플 yelp, 텐센트뮤직, 이베이 등이 포함돼 있습니다.한국에서 코로나19 수혜주라고 하면 마스크주·알코올주에 대한 언급이 압도적인데요. 코로나19의 영향이 전 세계적으로 꽤나 지속될 것 같다는 점에선 ‘방콕주’를 열심히 찾아보는 것도 시장을 이기는 한 방법이 될 수 있을 겁니다.이슬기 (surugi@edaily.co.kr)네이버 홈에서 ‘이데일리’ 구독하기▶청춘뉘우스~ 스냅타임▶ | 이데일리 기자뉴스룸▶＜ⓒ종합 경제정보 미디어 이데일리 - 무단전재 & 재배포 금지＞이데일리 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.\'신천지\' 31번 확진자 ""나 때문에 수많은 생명 건졌다""부산시장 ""확진자 다녀간 매장은 성지, 적극 이용하자""격리 무시 \'대구→포항\' 이사..신천지 교인 확진 판정코로나19 질본 브리핑, 정은경 대신 권준욱…왜?\'코로나19\' 의심 韓 여성, 인니서 극단적 선택…사후 검사 \'음성\'좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0기사제공 :']"
6,NC soft, 2020-02-2815:20,뉴시스 ,"엔씨소프트, 코로나19 피해 복구 성금 20억·피해 PC방 지원(종합)",https://finance.naver.com/news/news_read.nhn?article_id=0009728341&office_id=003&mode=search&query=엔씨&page=1,"['       엔씨소프트, 코로나19 피해 복구 성금 20억·피해 PC방 지원(종합)      기사입력2020-02-28 15:20기사원문좋아요훈훈해요좋아요 평가하기공감좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0댓글3월 엔씨 게임 이용 요금의 50% 보상 환급희망브리지 전국재해구호협회에 20억 성금[서울=뉴시스] 이재은 기자 = 엔씨소프트가 코로나19 확산 방지와 피해복구에 동참했다. 먼저 어려움을 겪고 있는 PC방 소상공인 사업주들을 위한 지원 방안을 마련했다.엔씨는 전국 엔씨패밀리존 가맹 PC방 사업주의 3월 한달간 G코인 사용량의 50%를 보상 환급(페이백, Payback) 하기로 27일 결정했다. G코인은 엔씨패밀리존에서 가맹 PC방 사업주가 이용하는 통합 화폐다.아울러 28일 코로나19 방역과 피해 극복을 위해 성금 20억 원을 희망브리지 전국재해구호협회에 기부도 했다.이번 성금은 코로나19  확산으로 어려움에 빠진 지역의 피해 복구와 의료 활동에 사용될 예정이다. 엔씨소프트 김택진 대표는 “코로나19로 피해를 당하신 분들과 헌신적으로 임하고 있는 의료진들에게 도움이 되길 바라며 성금을 기부한다”고 말했다.한편 엔씨(NC)는 대구에 위치해 있는 ‘PC방 사업주 전용 고객센터’ 직원들의 안전과 바이러스 확산 방지를 위해 재택근무를 실시하고 있다. 3월 중순까지 고객센터는 온라인 1:1 문의 상담만 가능하다.☞공감언론 뉴시스 lje@newsis.com▶ K-Artprice 오픈! 미술작품 가격을 공개합니다▶ 뉴시스 빅데이터 MSI 주가시세표 바로가기 <ⓒ 공감언론 뉴시스통신사. 무단전재-재배포 금지>뉴시스 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.마스크 풀릴 조짐에 태세전환…""싸게 판다"" 글 등장신천지 31번 환자 ""내 덕에 많은 생명 건질수 있었다""신발만 신은 알몸 여성 속초 바다서 숨진 채 발견홍콩 ""코로나19 확진자 반려견, \'미약한 양성반응\'""""우리 스님 욕하지마"" 같이 죽자며 신도에 흉기 휘두른 승려좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0기사제공 :']"
7,NC soft, 2020-02-2814:39,이데일리 ,"엔씨소프트, 코로나19 피해 복구 성금 20억원 기부",https://finance.naver.com/news/news_read.nhn?article_id=0004586203&office_id=018&mode=search&query=엔씨&page=1,"['       엔씨소프트, 코로나19 피해 복구 성금 20억원 기부      기사입력2020-02-28 14:39기사원문좋아요훈훈해요좋아요 평가하기공감좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0댓글[이데일리 노재웅 기자] 엔씨소프트(036570)는 코로나19 방역과 피해 극복을 위해 성금 20억원을 희망브리지 전국재해구호협회에 기부한다고 28일 밝혔다.이번 성금은 코로나19 확산으로 어려움에 빠진 지역의 피해 복구와 의료 활동에 사용될 예정이다.김택진 엔씨 대표는 “코로나19로 피해를 입은 분들과 헌신적으로 임하고 있는 의료진들에게 도움이 되길 바라며 성금을 기부한다”고 말했다.한편 엔씨는 코로나19 확산으로 어려움을 겪고 있는 PC방 소상공인 사업주들을 지원하기 위해 3월 이용 요금의 50%를 보상 환급하기로 결정했다.노재웅 (ripbird@edaily.co.kr)네이버 홈에서 ‘이데일리’ 구독하기▶청춘뉘우스~ 스냅타임▶ | 이데일리 기자뉴스룸▶＜ⓒ종합 경제정보 미디어 이데일리 - 무단전재 & 재배포 금지＞이데일리 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.\'신천지\' 31번 확진자 ""나 때문에 수많은 생명 건졌다""부산시장 ""확진자 다녀간 매장은 성지, 적극 이용하자""격리 무시 \'대구→포항\' 이사..신천지 교인 확진 판정인천 코로나19 확진자 동선..\'명동 의류매장 출퇴근\'미트\' 임영웅, 영탁 활약에도 1라운드 1위 \'962점\'좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0기사제공 :']"
8,NC soft, 2020-02-2814:34,뉴시스 ,"엔씨소프트, PC방 사업주에 50% 페이백한다",https://finance.naver.com/news/news_read.nhn?article_id=0009728136&office_id=003&mode=search&query=엔씨&page=1,"['       엔씨소프트, PC방 사업주에 50% 페이백한다      기사입력2020-02-28 14:34기사원문좋아요훈훈해요좋아요 평가하기공감좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0댓글3월 엔씨 게임 이용 요금의 50% 보상 환급[서울=뉴시스] 이재은 기자 = 엔씨소프트가 코로나19 확산으로 인해 어려움을 겪고 있는 PC방 소상공인 사업주들을 위한 지원 방안을 마련했다.엔씨는 전국 엔씨패밀리존 가맹 PC방 사업주의 3월 한달간 G코인 사용량의 50%를 보상 환급(페이백, Payback) 하기로 27일 결정했다. G코인은 엔씨패밀리존에서 가맹 PC방 사업주가 이용하는 통합 화폐다.한편 엔씨(NC)는 대구에 위치해 있는 ‘PC방 사업주 전용 고객센터’ 직원들의 안전과 바이러스 확산 방지를 위해 재택근무를 실시하고 있다. 3월 중순까지 고객센터는 온라인 1:1 문의 상담만 가능하다.☞공감언론 뉴시스 lje@newsis.com▶ K-Artprice 오픈! 미술작품 가격을 공개합니다▶ 뉴시스 빅데이터 MSI 주가시세표 바로가기 <ⓒ 공감언론 뉴시스통신사. 무단전재-재배포 금지>뉴시스 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.마스크 풀릴 조짐에 태세전환…""싸게 판다"" 글 등장정부 ""신천지 미성년 신도 1만6680명 명단 확보""신발만 신은 알몸 여성 속초 바다서 숨진 채 발견홍콩 ""코로나19 확진자 반려견, \'미약한 양성반응\'""""우리 스님 욕하지마"" 같이 죽자며 신도에 흉기 휘두른 승려좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0기사제공 :']"
9,NC soft, 2020-02-2814:24,한국경제 ,"엔씨·넥슨, 코로나19로 어려움 겪는 PC방 사업주 적극지원",https://finance.naver.com/news/news_read.nhn?article_id=0004298321&office_id=015&mode=search&query=엔씨&page=1,"['       엔씨·넥슨, 코로나19로 어려움 겪는 PC방 사업주 적극지원      기사입력2020-02-28 14:24기사원문좋아요훈훈해요좋아요 평가하기공감좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0댓글엔씨, 가맹 PC방 G코인 사용량 50% 보상넥슨, 영남권 PC방 대상 무인선불기 관리비 면제사진=연합뉴스엔씨소프트와 넥슨이 코로나19(신종 코로나 바이러스 감염증) 확산으로 어려움을 겪고 있는 PC방 사업주 등 소상공인을 적극 지원하기로 했다.엔씨소프트는 전국 엔씨패밀리존 가맹 PC방 사업주가 3월 한달간 G코인 사용량의 50%를 보상 받을 수 있도록 하겠다고 27일 밝혔다. G코인은 엔씨패밀리존에서 가맹 PC방 사업주가 이용하는 통합 화폐다.또 대구에 위치한 PC방 사업주 전용 고객센터 직원들의 안전을 위해 재택근무로 전환했다.넥슨은 PC방 통합 관리프로그램 브랜드 \'게토\'를 서비스 중인 자회사 엔미디어플랫폼이 대구·경북을 포함한 영남권 전역 PC방 가맹사업자를 위해 무인선불기 관리비를 면제해주기로 결정했다.엔미디어플랫폼은 지난 24일 코로나19 확산으로 인한 임시휴업 매장 대상으로 무인선불기 관리비 청구 중단 접수를 시작했다. 관리비 면제 기간은 2개월이다.최수진 한경닷컴 기자 naive@hankyung.com▶ 네이버에서 한국경제 뉴스를 받아보세요▶ 한경닷컴 바로가기  ▶ 모바일한경 구독신청 ⓒ 한국경제 & hankyung.com, 무단전재 및 재배포 금지한국경제 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.외신 ""한국 최악 시나리오는 삼성전자가…""\'빙산의 일각\'…일본 정부, 이제와서""이 시국에"" 신천지, 이번 주말에…\'경악\'일본의 \'참치 왕\' 알고보니…대구 확진자 절반이…\'초비상\'좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0기사제공 :']"
