,회사명,날짜,언론사,기사제목,링크,본문
0,NC soft, 2019-04-2711:31,뉴시스 ,엔씨소프트 '스푼즈' 플래그십 스토어,https://finance.naver.com/news/news_read.nhn?article_id=0009199244&office_id=003&mode=search&query=엔씨&page=1,"[""       엔씨소프트 '스푼즈' 플래그십 스토어      기사입력2019-04-27 11:31기사원문좋아요훈훈해요좋아요 평가하기공감좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0댓글【서울=뉴시스】배훈식 기자 = 엔씨소프트 캐릭터 브랜드 '스푼즈' 플래그십 스토어가 문을 연 27일 오전 서울 강남구 가로수길에 위치한 매장에서 고객들이 음료를 주문하고 있다. 2019.04.27.dahora83@newsis.com<저작권자ⓒ 공감언론 뉴시스통신사. 무단전재-재배포 금지.>뉴시스 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.다른 여자와의 관계 정리 못한 남성 살해한 60대간호사 탈의실에 '몰카' 설치한 30대 의사 검거술에 취해 폭언하는 딸 살해한 50대 여성 징역 8년좋아하던 여성 폭행하자 살해…중국 교포, 2심서 감형70대 모친 폭행하고 가스통 폭파하려한 40대 징역 2년6개월좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0기사제공 :""]"
1,NC soft, 2019-04-2711:31,뉴시스 ,엔씨소프트 캐릭터 브랜드 '스푼즈' 플래그십 스토어 오픈,https://finance.naver.com/news/news_read.nhn?article_id=0009199237&office_id=003&mode=search&query=엔씨&page=1,"[""       엔씨소프트 캐릭터 브랜드 '스푼즈' 플래그십 스토어 오픈      기사입력2019-04-27 11:31기사원문좋아요훈훈해요좋아요 평가하기공감좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0댓글【서울=뉴시스】배훈식 기자 = 엔씨소프트 캐릭터 브랜드 '스푼즈' 플래그십 스토어가 문을 연 27일 오전 서울 강남구 가로수길에 위치한 매장에서 고객들이 캐릭터 상품을 고르고 있다. 2019.04.27.dahora83@newsis.com<저작권자ⓒ 공감언론 뉴시스통신사. 무단전재-재배포 금지.>뉴시스 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.다른 여자와의 관계 정리 못한 남성 살해한 60대간호사 탈의실에 '몰카' 설치한 30대 의사 검거술에 취해 폭언하는 딸 살해한 50대 여성 징역 8년좋아하던 여성 폭행하자 살해…중국 교포, 2심서 감형70대 모친 폭행하고 가스통 폭파하려한 40대 징역 2년6개월좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0기사제공 :""]"
2,NC soft, 2019-04-2711:31,뉴시스 ,엔씨소프트 캐릭터 브랜드 '스푼즈' 플래그십 스토어 오픈,https://finance.naver.com/news/news_read.nhn?article_id=0009199251&office_id=003&mode=search&query=엔씨&page=1,"[""       엔씨소프트 캐릭터 브랜드 '스푼즈' 플래그십 스토어 오픈      기사입력2019-04-27 11:31기사원문좋아요훈훈해요좋아요 평가하기공감좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0댓글【서울=뉴시스】배훈식 기자 = 엔씨소프트 캐릭터 브랜드 '스푼즈' 플래그십 스토어가 문을 연 27일 오전 서울 강남구 가로수길에 위치한 매장에서 모델이 비티(BT) 캐릭터를 선보이고 있다. 2019.04.27.dahora83@newsis.com<저작권자ⓒ 공감언론 뉴시스통신사. 무단전재-재배포 금지.>뉴시스 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.다른 여자와의 관계 정리 못한 남성 살해한 60대간호사 탈의실에 '몰카' 설치한 30대 의사 검거술에 취해 폭언하는 딸 살해한 50대 여성 징역 8년좋아하던 여성 폭행하자 살해…중국 교포, 2심서 감형70대 모친 폭행하고 가스통 폭파하려한 40대 징역 2년6개월좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0기사제공 :""]"
3,NC soft, 2019-04-2711:31,뉴시스 ,"'스푼즈' 플래그십 스토어 오픈, 길게 줄 선 고객들",https://finance.naver.com/news/news_read.nhn?article_id=0009199238&office_id=003&mode=search&query=엔씨&page=1,"[""       '스푼즈' 플래그십 스토어 오픈, 길게 줄 선 고객들      기사입력2019-04-27 11:31기사원문좋아요훈훈해요좋아요 평가하기공감좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0댓글【서울=뉴시스】배훈식 기자 = 엔씨소프트 캐릭터 브랜드 '스푼즈' 플래그십 스토어가 문을 연 27일 오전 서울 강남구 가로수길에 위치한 매장 앞에서 고객들이 길게 줄지어 서 있다. 2019.04.27.dahora83@newsis.com<저작권자ⓒ 공감언론 뉴시스통신사. 무단전재-재배포 금지.>뉴시스 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.다른 여자와의 관계 정리 못한 남성 살해한 60대간호사 탈의실에 '몰카' 설치한 30대 의사 검거술에 취해 폭언하는 딸 살해한 50대 여성 징역 8년좋아하던 여성 폭행하자 살해…중국 교포, 2심서 감형70대 모친 폭행하고 가스통 폭파하려한 40대 징역 2년6개월좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0기사제공 :""]"
4,NC soft, 2019-04-2711:31,뉴시스 ,엔씨소프트 '스푼즈' 플래그십 스토어 오픈,https://finance.naver.com/news/news_read.nhn?article_id=0009199246&office_id=003&mode=search&query=엔씨&page=1,"[""       엔씨소프트 '스푼즈' 플래그십 스토어 오픈      기사입력2019-04-27 11:31기사원문좋아요훈훈해요좋아요 평가하기공감좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0댓글【서울=뉴시스】배훈식 기자 = 엔씨소프트 캐릭터 브랜드 '스푼즈' 플래그십 스토어가 문을 연 27일 오전 서울 강남구 가로수길에 위치한 매장에서 고객들이 캐릭터 상품을 고르고 있다. 2019.04.27.dahora83@newsis.com<저작권자ⓒ 공감언론 뉴시스통신사. 무단전재-재배포 금지.>뉴시스 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.다른 여자와의 관계 정리 못한 남성 살해한 60대간호사 탈의실에 '몰카' 설치한 30대 의사 검거술에 취해 폭언하는 딸 살해한 50대 여성 징역 8년좋아하던 여성 폭행하자 살해…중국 교포, 2심서 감형70대 모친 폭행하고 가스통 폭파하려한 40대 징역 2년6개월좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0기사제공 :""]"
5,NC soft, 2019-04-2711:31,뉴시스 ,엔씨소프트 캐릭터 브랜드 '스푼즈' 플래그십 스토어 오픈,https://finance.naver.com/news/news_read.nhn?article_id=0009199240&office_id=003&mode=search&query=엔씨&page=1,"[""       엔씨소프트 캐릭터 브랜드 '스푼즈' 플래그십 스토어 오픈      기사입력2019-04-27 11:31기사원문좋아요훈훈해요좋아요 평가하기공감좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0댓글【서울=뉴시스】배훈식 기자 = 엔씨소프트 캐릭터 브랜드 '스푼즈' 플래그십 스토어가 문을 연 27일 오전 서울 강남구 가로수길에 위치한 매장에서 모델이 비티(BT), 신디, 디아볼, 핑, 슬라임 등 5종 캐릭터 상품을 선보이고 있다. 2019.04.27.dahora83@newsis.com<저작권자ⓒ 공감언론 뉴시스통신사. 무단전재-재배포 금지.>뉴시스 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.다른 여자와의 관계 정리 못한 남성 살해한 60대간호사 탈의실에 '몰카' 설치한 30대 의사 검거술에 취해 폭언하는 딸 살해한 50대 여성 징역 8년좋아하던 여성 폭행하자 살해…중국 교포, 2심서 감형70대 모친 폭행하고 가스통 폭파하려한 40대 징역 2년6개월좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0기사제공 :""]"
6,NC soft, 2019-04-2711:31,뉴시스 ,가로수길에서 만나는 '스푼즈',https://finance.naver.com/news/news_read.nhn?article_id=0009199253&office_id=003&mode=search&query=엔씨&page=1,"[""       가로수길에서 만나는 '스푼즈'      기사입력2019-04-27 11:31기사원문좋아요훈훈해요좋아요 평가하기공감좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0댓글【서울=뉴시스】배훈식 기자 = 엔씨소프트 캐릭터 브랜드 '스푼즈' 플래그십 스토어가 문을 연 27일 오전 서울 강남구 가로수길에 위치한 매장에서 고객들이 캐릭터 상품을 고르고 있다. 2019.04.27.dahora83@newsis.com<저작권자ⓒ 공감언론 뉴시스통신사. 무단전재-재배포 금지.>뉴시스 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.다른 여자와의 관계 정리 못한 남성 살해한 60대간호사 탈의실에 '몰카' 설치한 30대 의사 검거술에 취해 폭언하는 딸 살해한 50대 여성 징역 8년좋아하던 여성 폭행하자 살해…중국 교포, 2심서 감형70대 모친 폭행하고 가스통 폭파하려한 40대 징역 2년6개월좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0기사제공 :""]"
7,NC soft, 2019-04-2711:31,뉴시스 ,"'스푼즈' 플래그십 스토어 오픈, 길게 줄 선 고객들",https://finance.naver.com/news/news_read.nhn?article_id=0009199241&office_id=003&mode=search&query=엔씨&page=1,"[""       '스푼즈' 플래그십 스토어 오픈, 길게 줄 선 고객들      기사입력2019-04-27 11:31기사원문좋아요훈훈해요좋아요 평가하기공감좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0댓글【서울=뉴시스】배훈식 기자 = 엔씨소프트 캐릭터 브랜드 '스푼즈' 플래그십 스토어가 문을 연 27일 오전 서울 강남구 가로수길에 위치한 매장 앞에서 고객들이 길게 줄지어 서 있다. 2019.04.27.dahora83@newsis.com<저작권자ⓒ 공감언론 뉴시스통신사. 무단전재-재배포 금지.>뉴시스 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.다른 여자와의 관계 정리 못한 남성 살해한 60대간호사 탈의실에 '몰카' 설치한 30대 의사 검거술에 취해 폭언하는 딸 살해한 50대 여성 징역 8년좋아하던 여성 폭행하자 살해…중국 교포, 2심서 감형70대 모친 폭행하고 가스통 폭파하려한 40대 징역 2년6개월좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0기사제공 :""]"
8,NC soft, 2019-04-2711:31,뉴시스 ,그랜드 오픈 '스푼즈' 플래그십 스토어,https://finance.naver.com/news/news_read.nhn?article_id=0009199252&office_id=003&mode=search&query=엔씨&page=1,"[""       그랜드 오픈 '스푼즈' 플래그십 스토어      기사입력2019-04-27 11:31기사원문좋아요훈훈해요좋아요 평가하기공감좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0댓글【서울=뉴시스】배훈식 기자 = 엔씨소프트 캐릭터 브랜드 '스푼즈' 플래그십 스토어가 문을 연 27일 오전 서울 강남구 가로수길에 위치한 매장에서 고객들이 캐릭터 상품을 고르고 있다. 2019.04.27.dahora83@newsis.com<저작권자ⓒ 공감언론 뉴시스통신사. 무단전재-재배포 금지.>뉴시스 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.다른 여자와의 관계 정리 못한 남성 살해한 60대간호사 탈의실에 '몰카' 설치한 30대 의사 검거술에 취해 폭언하는 딸 살해한 50대 여성 징역 8년좋아하던 여성 폭행하자 살해…중국 교포, 2심서 감형70대 모친 폭행하고 가스통 폭파하려한 40대 징역 2년6개월좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0기사제공 :""]"
9,NC soft, 2019-04-2711:31,뉴시스 ,가로수길에 '스푼즈'가 떳다,https://finance.naver.com/news/news_read.nhn?article_id=0009199249&office_id=003&mode=search&query=엔씨&page=1,"[""       가로수길에 '스푼즈'가 떳다      기사입력2019-04-27 11:31기사원문좋아요훈훈해요좋아요 평가하기공감좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0댓글【서울=뉴시스】배훈식 기자 = 엔씨소프트 캐릭터 브랜드 '스푼즈' 플래그십 스토어가 문을 연 27일 오전 서울 강남구 가로수길에 위치한 매장에서 고객들이 캐릭터 상품을 고르고 있다. 2019.04.27.dahora83@newsis.com<저작권자ⓒ 공감언론 뉴시스통신사. 무단전재-재배포 금지.>뉴시스 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.다른 여자와의 관계 정리 못한 남성 살해한 60대간호사 탈의실에 '몰카' 설치한 30대 의사 검거술에 취해 폭언하는 딸 살해한 50대 여성 징역 8년좋아하던 여성 폭행하자 살해…중국 교포, 2심서 감형70대 모친 폭행하고 가스통 폭파하려한 40대 징역 2년6개월좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0기사제공 :""]"
