,회사명,날짜,언론사,기사제목,링크,본문
0,NC soft, 2017-07-0522:30,이데일리 ,5일 장 마감 후 주요종목 뉴스,https://finance.naver.com/news/news_read.nhn?article_id=0003867524&office_id=018&mode=search&query=엔씨&page=1,"[""       5일 장 마감 후 주요종목 뉴스      기사입력2017-07-05 22:30기사원문좋아요훈훈해요좋아요 평가하기공감좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0댓글 [이데일리 유현욱 기자] 다음은 5일 장 마감 후 주요 종목 뉴스다.△유바이오로직스(206650)=봉명테크노밸리로부터 53억원 규모의 토지를 양수 공시.△팬젠(222110)=중국 제약사와 2억원 규모 항체세포주 개발 용역계약 체결 공시. △알티캐스트(085810)=23억5500만원 규모 자사주 취득 결정 공시했다. △코나아이(052400)=주가안정·주주가치 제고 위해 30억원 규모 자기주식 취득 신탁계약 결정 공시.△이에스에이(052190)=서울 강남구 태양빌딩으로 본점 소재지 변경 공시.△휴맥스홀딩스(028080)=주가안정·주주가치 제고 위해 23억5500만원 규모 자사주 취득 결정 공시. 취득예정주식 60만주 코스닥시장 직접 장내매수. 6일부터 오는 10월5일까지.△포스링크(056730)=6일 무상증자 사유 권리락 발생 공시. 기준가격 3065원.△에임하이(043580)=제3자배정 유상증자 납입 완료에 따라 최대주주 ‘더완 게임즈 테크놀로지’에서 ‘홍콩페임챔피언트레이딩’으로 변경 공시. 변경 후 최대주주의 지분율 13.18%.△대림제지(017650)=계열사 동진판지 314억원 채무에 대해 채무보증 결정 공시. 자기자본 대비 31.9%.△파워로직스(047310)=제2회차 무기명식 이권부 무보증 전환사채(CB) 행사 52만6592주 상장 계획 공시. 신주 상장일 오는 8월 22일. 전환가액 3798원.△코스닥시장본부=이녹스(088390)에 대해 감자 주권 변경상장으로 오는 10일부터 주권매매거래정지 조치 해제 공시.△핸디소프트(220180)=‘생체정보 기반 이상징후 알림 시스템 및 이를 이용한 이상징후 알림 방법’ 특허 취득 공시.△디에스케이(109740)=현저한 주가급등과 관련한 한국거래소의 조회공시 요구에 대해 “검토 결과 시황 변동과 관련한 중요한 정보가 없다”고 답변.△포스코(005490)=오는 20일 오후 4시 컨퍼런스콜을 통해 올해 2분기 영업실적 및 경영계획에 대한 질의응답 진행 예정 공시.△엔씨소프트(036570)=‘리니지M’ 게임 내 아이템 거래소 기능 추가 예정 공시.△참엔지니어링(009310)=‘Chongqing BOE Optoelectronics Technology Co.,Ltd’와 21억 3769만 8000원에 중국 FPD장비 공급계약 체결 공시.△현대자동차(005380)=6일부터 아시아·유럽·미주 등 해외 주요 기관 투자자 대상 기업설명회(IR) 진행 공시.△엔씨소프트(036570)=최대주주 김택진 외 특수관계인에서 국민연금공단으로 변경 공시.△LG화학(051910)=오는 19일 오후 4시 올해 2분기 실적발표 컨퍼런스콜 진행 공시.△필룩스(033180)=자사주(보통주) 100만주 31억5000만원 취득 공시.△유한양행(000100)=미국 길리어드사의 C형 간염치료제 ‘소발디’ ‘하보니’ 국내 판매 독점한다고 공시.유현욱 (fourleaf@edaily.co.kr)▶심쿵유발 스타 화보 [핫포토]▶이데일리 [페이스북] | [카카오 친구 맺기]▶한 눈에 보는 이슈 트렌드 [카드뉴스]＜ⓒ종합 경제정보 미디어 이데일리 - 무단전재 & 재배포 금지＞이데일리 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.[단독]靑 특별감찰반 가동…朴·崔 국정농단 재조사[영상] 軍, '北 평양 타격' 가상 영상 공개..참수작전 동원 전략무기합천 인질극 40대 男, YTN에 전화 걸어 전처와 통화 원해'결혼발표' 송혜교♥송중기, 재산규모 500억 '중소기업 합병'직장인 55.8%, 서울 떠나고 싶다..이유 1위는 '높은 집값'좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0기사제공 :""]"
1,NC soft, 2017-07-0519:33,노컷뉴스 ,거래소 탑재 '리니지M' 오늘 서비스…'청불' 확정,https://finance.naver.com/news/news_read.nhn?article_id=0002986012&office_id=079&mode=search&query=엔씨&page=1,"['       거래소 탑재 \'리니지M\' 오늘 서비스…\'청불\' 확정      기사입력2017-07-05 19:33기사원문좋아요훈훈해요좋아요 평가하기공감좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0댓글기존 앱은 리니지M(12)로 변경[CBS노컷뉴스 김연지 기자]거래소 시스템이 빠져 출시 당일 주가가 폭락하기도 했던 엔씨소프트 \'리니지M\'에 거래소를 다시 탑재, 5일부터 서비스가 시작됐다. 등급은 \'청소년 이용불가\'로 제공된다. 엔씨소프트는 ""게임물관리위원회의 등급 분류 심의에서 아이템 거래소 기능이 추가된 리니지M은 청소년 이용불가 등급을 확정했다""며 ""이 기능이 추가된 리니지M의 서비스를 오늘부터 시작할 예정""이라고 밝혔다.이에 따라 이용자들은 18세 이용가 버전의 리니지M에서 기존 리니지M에서 즐기던 게임 서버와 캐릭터 등을 그대로 이용하며 거래소 콘텐츠를 즐길 수 있다.리니지M에서 거래소를 이용하기 위해서는 구글 플레이 스토어에서 리니지M 앱을 새로 설치해야 한다. 기존 리니지M은 \'리니지M(12)\'로 이름이 변경되고 거래소 기능을 제외한 동일한 서비스가 유지된다.엔씨소프트 관계자는 ""청소년 이용불가 버전이 출시 불가능한 애플 앱스토어 버전과 관련해서는 거래 관련 콘텐츠를 제공하기 위해 여러 방안을 검토하고 있다""며 ""빠른 시일 내에 안내하겠다""고 밝혔다.올해 하반기 최대 기대작으로 지난달 출시된 리니지M은 핵심 콘텐츠인 \'거래소 시스템\'이 빠진 채 출시돼 이용자들의 불만을 샀다.당시 게임 출시 기대감으로 급등하던 엔씨소프트의 주가는 거래소 미탑재 소식에 출시 당일 11.4%나 폭락하기도 했다. anckyj@cbs.co.kr저작권자 © CBS 노컷뉴스(www.nocutnews.co.kr) 무단전재 및 재배포 금지노컷뉴스 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.반나절 만에 뒤집힌 홍준표의 \'통큰 정치\'전여옥, 홍준표 대표 선출 쓴소리…""진짜 보수 끝났다""""TV나오면 그냥 돌려부러""…흔들리는 국민의당 호남민심\'4층에 잡혀있다\' 태국인 성매매 여성이 건넨 쪽지 한 장홍준표식 \'대여 투쟁\'…""장관임명 할테면 해라""좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0기사제공 :']"
2,NC soft, 2017-07-0519:03,이데일리 ,"공매도 과열종목, 거래제한 풀리면 또 기승…`효용성 논란` 확산",https://finance.naver.com/news/news_read.nhn?article_id=0003867485&office_id=018&mode=search&query=엔씨&page=1,"[""       공매도 과열종목, 거래제한 풀리면 또 기승…`효용성 논란` 확산      기사입력2017-07-05 19:03기사원문좋아요훈훈해요좋아요 평가하기공감좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0댓글- 컴투스, 거래제한 다음날 매매비중 26.45%로 재상승- 예스티, 지난달 이어 이달 또다시 과열종목 지정- 개인투자자 중심 ‘폐지론’ vs “순기능 필요 근본적 대책 마련해야”한국거래소 공매도 과열종목 지정 현황(자료=한국거래소)[이데일리 윤필호 기자] 한국거래소가 공매도의 악용을 막기 위해 지난 3월 과열종목 지정제를 도입했지만 실효성을 놓고 논란이 여전하다. 4개월 동안 8건의 거래제한이 있었지만 제한일 다음날부터 다시 해당 종목의 공매도 거래가 다시 늘어났기 때문이다.5일 거래소에 따르면 지난 4월14일 코스닥 상장사 컴투스(078340)가 공매도 과열종목 1호로 지정된 이후 이날까지 총 8건의 지정 및 거래제한이 나왔다. 이 제도는 공매도가 상으로 급증할 경우 과열종목으로 지정해 다음날 하루 동안 공매도를 제한하고 있다.하지만 제도의 효용성을 놓고 여전히 논란이 크다. 하루 동안 거래를 제한하는 것으로 세력에 영향을 미칠 수 있는지에 대해 의문부호가 따라붙고 있다. 당일 공매도 매매비중이 20%(코스닥은 15%) 이상에 과거 40거래일 대비 공매도 비중이 100% 이상, 증가 전일종가보다 주가가 5% 하락해야 하는 등의 요건을 충족시켜야 한다는 조건도 까다롭다는 지적이다.실제로 공매도 과열 지정 종목은 거래제한 이후에 다시 공매도 거래가 늘어나는 모습을 보였다. 첫 케이스로 적출된 컴투스의 경우 거래제한 다음날 곧바로 공매도 매매비중이 26.45%로 다시 상승했다. 이는 적출 당일 매매비중인 22.12%보다 오히려 높은 수치다. 지난 6월28일 지정된 예스티(122640)의 경우 공매도 매매비중 15.3%로 거래가 제한된 다음날 다시 10.4%로 올랐다. 해당 종목은 지난 3일 매매비중 15%로 다시 과열종목에 지정됐다.이처럼 과열종목 지정제도의 효용성에 대한 지적이 제기되고 있다. 정보 비대칭성으로 피해를 입은 개인투자자를 중심으로는 공매도 자체를 폐지하자는 주장까지 제기되고 있다. 특히 지난달 20일 엔씨소프트(036570) 공매도 폭증에 따른 주가 폭락에 따라 대규모 개인투자자가 손실을 보면서 이 같은 목소리는 더욱 커지는 상황이다.반면 유동성을 공급하고 위험 관리를 위한 헤지 등 순기능을 제공하는 공매도가 필요하다는 주장도 여전하다. 증권업계 한 관계자는 “내부 정보를 악용하는 공매도 세력의 문제를 제도 자체의 범주로 끌어들이는 것은 맞지 않다”면서 “근본적인 원인 자체를 해결하는 방안을 강구해야 할 것”이라고 말했다.윤필호 (nothing@edaily.co.kr)▶심쿵유발 스타 화보 [핫포토]▶이데일리 [페이스북] | [카카오 친구 맺기]▶한 눈에 보는 이슈 트렌드 [카드뉴스]＜ⓒ종합 경제정보 미디어 이데일리 - 무단전재 & 재배포 금지＞이데일리 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.[단독]靑 특별감찰반 가동…朴·崔 국정농단 재조사[영상] 軍, '北 평양 타격' 가상 영상 공개..참수작전 동원 전략무기합천 인질극 40대 男, YTN에 전화 걸어 전처와 통화 원해'결혼발표' 송혜교♥송중기, 재산규모 500억 '중소기업 합병'직장인 55.8%, 서울 떠나고 싶다..이유 1위는 '높은 집값'좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0기사제공 :""]"
3,NC soft, 2017-07-0518:49,서울경제 ,[장 마감후 기업공시]7월5일,https://finance.naver.com/news/news_read.nhn?article_id=0003065670&office_id=011&mode=search&query=엔씨&page=1,"['       [장 마감후 기업공시]7월5일      기사입력2017-07-05 18:49기사원문좋아요훈훈해요좋아요 평가하기공감좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0댓글 [서울경제] ▲페이퍼코리아(001020)=10대 1 무상감자, 568억원 규모 유상증자 결정 ▲유한양행(000100)=미국 길리어드사 C형 간염치료제 소발디, 하보니 국내 독점 판매 계약 ▲대경기계(015590)=큐로컴으로 최대주주 변경 ▲일진머티리얼즈(020150)=1,580억원 규모 유상증자 결정 ▲엔씨소프트(036570)=최대주주 국민연금으로 변경 ▲필룩스(033180)=자기주식 96만주 취득 결정 <5일>▲정다운(208140)=오리고기 단백질 가수분해 효소추출물 제조방법 관련 특허 취득 ▲안트로젠(065660)=당뇨병성 족부궤양 환자에게 ALLO-ASC-DFU의 유효성과 안전성을 평가하는 무작위배정, 이중맹검, 대조군 비교, 평행군, 다기관 제 3상 임상시험 계획 승인 ▲에프앤리퍼블릭=제이준글로벌 외 2인으로 최대주주 변경 ▲핸디소프트(220180)=생체정보 기반의 이상징후 알림 시스템 및 이를 이용한 이상징후 알림 방법 특허 취득 ▲이녹스(088390)=감자 주권 변경 상장 ▲에임하이(043580)=HongKong Fame Champion Trading Co.,Ltd으로 최대주주 변경 ▲이에스에이(052190)=서울시 강남구 테헤란로로 본점 소재지 변경 <5일> /박호현기자 greenlight@sedaily.com[서울경제 바로가기]1997년 이래 대한민국 최고의 과학자 DB [바로가기]서울경제의 모든 연재물!... 서경Cube [바로가기▶]저작권자 ⓒ 서울경제, 무단 전재 및 재배포 금지서울경제 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.文, 新베를린 연설 대폭 수정...한미 ""말 아닌 행동""최양락 딸 10월 29일 결혼 ""자식 이기는 부모 없다"" 내년 봄에서 앞당겨최양락 딸 최하나, 10월 29일 결혼 ""방송 후 관심에 날짜 당겼다""송혜교 웨딩드레스 자태보니 \'헉\' 소리 나네 ""결혼식 날 얼마나 예쁠까?""현대·기아차, 실적 감소 10% 육박좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0기사제공 :']"
4,NC soft, 2017-07-0518:35,한겨레 ,“사드 보복 장기화로 중국 판매망 붕괴되는 게 가장 걱정”,https://finance.naver.com/news/news_read.nhn?article_id=0002371009&office_id=028&mode=search&query=엔씨&page=1,"['        “사드 보복 장기화로 중국 판매망 붕괴되는 게 가장 걱정”       기사입력2017-07-05 18:35기사원문좋아요훈훈해요좋아요 평가하기공감좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0댓글  [한겨레] 현대차 “현지형 신차 내놔도 안먹혀오래 공들여 쌓은 판매망 와해땐사드 해결되도 회복에 시간 걸려”롯데마트 “소방 재점검 안 와”중국 87개 점포 모두 영업재개 못해전기차배터리·게임 등 피해 확산그래픽_김승미  지난해 7월 한·미 양국이 사드 배치를 결정한 이후 1년이 지났으나 중국의 경제 보복에 따른 한국 기업들의 피해는 여러 업종·품목에 걸쳐 전방위적으로 누적되고 있다.   올 상반기에만 중국시장에서 약 5조원대의 매출 손실을 입은 것으로 추산되는 현대·기아차는 오랜 시간 공들여 쌓아온 중국 판매망이 파열되는 상황을 가장 우려하고 있다. 자동차 산업의 특성상 판매망이 붕괴되면 사드 문제가 해결되더라도 회복하는데 상당한 시간이 걸리기 때문이다. 현대차 관계자는 “현지형 신차를 투입하는 등 안간힘을 써도 속수무책이다. 사드 사태 해결 없이는 하반기에도 뾰족한 수가 없다”며 “현지 판매망 균열이 가장 걱정된다. 설령 사드 문제가 해결되더라도 단기간에 정상 복구하기가 쉽지 않다”고 말했다.  현대·기아차는 중국 시장에서 2010년 100만대를 넘긴 이후 연평균 10%가량의 증가세로 판매량을 늘려왔다. 중국은 글로벌 시장 판매량에서 차지하는 비중이 23%로 최대 시장이었다. 사드 요인 등이 겹친 ‘중국 쇼크’로 올해 전체 판매 실적에도 빨간불이 켜졌다. * 그래픽을 누르면 크게 볼 수 있습니다.   현대·기아차를 따라 중국에 동반 진출했던 중소 협력업체들은 더 힘든 상황이다. 베이징에 현지법인을 둔 한 업체 대표는 “사드 갈등이 본격화된 4월 이후 공장 가동률이 40% 안팎에 머물러 있다”고 말했다. 또다른 납품 업체 대표는 “사드 문제가 장기화할 경우 시설 투자를 하고 금융 대출을 받은 협력사부터 줄도산하는 것 아니냐는 우려가 나오고 있다”고 전했다.  외견상으론 중국의 사드발 반한 감정이 조금씩 누그러지는가 싶기도 하지만, 피해 규모는 자동차는 물론 면세점·유통·식품·전기차배터리 등에서 더욱 불어나는 중이다. 중국인 관광객을 중심으로 한 면세점 외국인고객은 지난해 5월 184만명에서 올해 5월 102만명으로 절반 가까이 줄었다. 한국면세점협회에 따르면 우리나라 면세산업 매출에서 중국인 고객 의존도는 78%에 달한다. 급기야 한화갤러리아는 지난 3일 제주공항 면세사업에서 전격 철수를 선언했다. 중국 단체관광객이 급감하면서 매출이 전년동기 대비 80% 가까이 떨어진데다 사드발 쇼크가 장기화할 것으로 내다보고 면세사업 특허 기간(2019년 4월)이 종료되기 전에 특허권을 조기 반납했다. 지난해 말 면세점 사업권을 새로 취득한 업체 5곳은 아직 개장일조차 정하지 못한 채 난감해하고 있다. 장선욱 롯데면세점 대표이사는 지난달 12일 사내게시판을 통해 “사드 사태가 장기화할 가능성이 크다. 매출 감소는 2003년 사스(중증급성호흡기증후군) 사태를 제외하면 롯데면세점 창립 이후 유례가 없는 충격적인 일”이라고 언급했다.   롯데마트는 중국 당국의 영업정지 처분과 소비자들의 매장 앞 시위 등으로 전체 마트 99개 중 87곳(자율휴업 13곳 포함)이 문을 열지 못하고 있다. 중국은 ‘사업자(롯데마트) 잘못에 따른 영업정지의 경우 직원들에게 임금을 100% 지급해야 한다’는 규정을 두고 있어 영업정지에도 인건비는 계속 지급하고 있다. 롯데마트 관계자는 “소방법 위반으로 영업 중단 조치가 내려졌는데, 이후에 시정 사항을 점검하고 영업재개 허락을 내줘야 하는데도 현장 재점검을 차일피일 미루며 나오지 않고 있다”며 “특별한 대책이 없어 지역 소방당국을 계속 방문해 요청만하는 상황”이라고 한숨지었다.   초코파이 등을 판매하며 승승장구하던 오리온도 매출 급감을 피하지 못하고 있다. 오리온의 4개 중국 공장 매출은 지난 3월 1년 전보다 70% 줄어든 데 이어 4월과 5월에도 각각 65%, 40% 줄었다.    2015년 중국 현지에 전기차 배터리 공장을 지은 삼성에스디아이(SDI)와 엘지(LG)화학은 지난해 말부터 중국 정부가 한국산 배터리를 탑재한 차량은 보조금 지원 목록에서 갑자기 제외하면서 속수무책으로 속이 타고 있다. 지난달 2일 중국당국이 발표한 전기차 보조금 대상 목록에서 또 제외됐다. 중국 정부는 왜 보조금 지급 대상에서 뺐는지에 대해 별다른 설명도 하지 않고 있다. 배터리 업체 관계자는 “사드 배치를 둘러싼 경제보복 성격도 있을 수 있고 중국이 자국의 배터리 업체를 간접적으로 보호·지원하려는 목적도 있어 보인다”고 말했다.   게임·콘텐츠 기업들의 중국시장 진출과 수출도 정체 내지 둔화 현상을 빚고 있다. 게임을 중국시장에 내놓으려면 텐센트 같은 현지 업체와 손을 잡아 정부의 허가(판호)를 받아야 하는데 갈수록 늦어지고 있다. 넷마블게임즈의 ‘리니지2 레볼루션’의 경우, 텐센트가 지난해말 판호 신청을 했는데 아직까지 나오지 않고 있다. 엔씨소프트도 중국업체를 통해 ‘리니지 레드나이츠’에 대한 판호를 신청해놓고 기다리고 있는 중이다.   중국 진출 피해업체들은 한결같이 “새로 출범한 정부가 외교적 노력을 기울여 사드 갈등 국면을 서둘러 타개하고 한-중 경제협력이 안정적으로 유지될 수 있도록 해달라”고 말했다. 한재진 현대경제연구원 연구위원은 “우리가 중국의 일대일로 프로젝트 등에 적극 참여하면서 상호간 대체불가능한 협력동반자라는 인식을 강화하고, 이를 기반으로 양국 모두 사드 갈등으로부터의 출구전략을 마련해야 할 것”이라고 말했다. 조계완 기자, 산업팀 종합 kyewan@hani.co.kr◎ Weconomy 홈페이지 바로가기: http://www.hani.co.kr/arti/economy◎ Weconomy 페이스북 바로가기: https://www.facebook.com/econohani  ▶ 한겨레 절친이 되어 주세요! [신문구독] [▶ 페이스북] [카카오톡][ⓒ한겨레신문 : 무단전재 및 재배포 금지] 한겨레 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.[영상] 조선인 \'위안부\' 피해자 촬영한 동영상 첫 발견문 대통령 ""성명만 낼 상황 아냐""…탄도미사일 사격 지시[영상] \'맨발 투혼\' 류여해가 누구길래…패러디 영상까지완전범죄는 없다…15년 만에 붙잡힌 살인범[포토] 이한열 열사 30주기 추모예배에 놓인 문 대통령 조화좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0기사제공 :']"
5,NC soft, 2017-07-0517:53,서울경제 ,"국민연금, 엔씨소프트 최대주주로 등극",https://finance.naver.com/news/news_read.nhn?article_id=0003065632&office_id=011&mode=search&query=엔씨&page=1,"[""       국민연금, 엔씨소프트 최대주주로 등극      기사입력2017-07-05 17:53기사원문좋아요훈훈해요좋아요 평가하기공감좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0댓글 [서울경제] 국민연금이 게임 대장주 엔씨소프트(036570)의 최대주주로 등극했다. 기존 최대주주였던 김택진 대표는 2대 주주로 밀려났다.엔씨소프트는 최대주주가 기존 김택진 외 특수관계인에서 국민연금공단으로 변경됐다고 5일 공시했다.최근 국민연금의 지분율이 종전 11.11%에서 12.12%로 늘어남에 따라 김택진 외 특수관계인(지분율 12.02%)을 제치고 최대주주로 올라섰다. /박민주기자 parkmj@sedaily.com[서울경제 바로가기]1997년 이래 대한민국 최고의 과학자 DB [바로가기]서울경제의 모든 연재물!... 서경Cube [바로가기▶]저작권자 ⓒ 서울경제, 무단 전재 및 재배포 금지서울경제 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.[오늘의 종목]엔씨소프트, 리니지M 거래소 도입시 주가 상승 기대감엔씨소프트 '리니지M' 누적 가입자 700만↑ 하루 매출 억 소리나네엔씨소프트, '리니지M' 효과에 상승세 지속엔씨소프트 강세···40만원대로엔씨소프트, 하루만 상승 전환좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0기사제공 :""]"
6,NC soft, 2017-07-0517:41,매일경제 ,[유가증권시장 공시] 엔씨소프트 / 참엔지니어링 / 현대산업개발,https://finance.naver.com/news/news_read.nhn?article_id=0003973685&office_id=009&mode=search&query=엔씨&page=1,"['       [유가증권시장 공시] 엔씨소프트 / 참엔지니어링 / 현대산업개발      기사입력2017-07-05 17:41기사원문좋아요훈훈해요좋아요 평가하기공감좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0댓글 ◇엔씨소프트=최대주주 김택진 외 특수관계인에서 국민연금공단으로 변경.◇참엔지니어링=21억3769만원 FPD 장비 계약.◇현대산업개발=2957억4270만원 규모 남양주 별내 복합시설 신축공사 수주.[매일경제 공식 페이스북] [오늘의 인기뉴스] [매경 프리미엄][ⓒ 매일경제 & mk.co.kr, 무단전재 및 재배포 금지]매일경제 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.\'송송커플 보금자리\' 송중기 100억 이태원 집 가보니…D램 이어 낸드도 독주…JY, 반도체 超격차 \'옥중 결단\'송중기 결혼소감 ""송혜교와 인생 함께…응원 부탁""최첨단 수면의자부터 공짜 랍스터…무슨 회사?야노시호, 해변서 추성훈도 반한 \'애플힙 뒤태\' 뽐내다좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0기사제공 :']"
7,NC soft, 2017-07-0517:36,머니투데이 ,"엔씨소프트, 최대주주 김택진→국민연금 변경",https://finance.naver.com/news/news_read.nhn?article_id=0003899372&office_id=008&mode=search&query=엔씨&page=1,"['       엔씨소프트, 최대주주 김택진→국민연금 변경      기사입력2017-07-05 17:36기사원문좋아요훈훈해요좋아요 평가하기공감좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0댓글 [머니투데이 송학주 기자] 엔씨소프트는 국민연금공단 지분율 증가로 최대주주가 김택진외 특수관계인(지분율 12.02%)에서 국민연금(12.12%)으로 변경됐다고 5일 공시했다.[▶깊이있는 투자정보 \'TOM칼럼\'][▶트렌드 리더의 스타일 지침서 \'스타일M\'][▶빵빵한 차&레이싱걸]송학주 기자 hakju@mt.co.kr머니투데이 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.""지켜주겠단 약속 못 지켜…"" 조윤선 남편 법정서 눈물[카드뉴스] 전자발찌, 그것이 알고 싶다박근혜 前대통령 보고 ""엄마"" 외친 방청객 퇴정…朴 ""허허""[★화보]이효리, \'4년만에 서울로 돌아온 섹시 디바\'훤칠한 키에 구찌 신발 신고… 트럼프 11살 아들 배런좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0기사제공 :']"
8,NC soft, 2017-07-0517:34,연합뉴스 ,"엔씨소프트 최대주주, 국민연금으로 변경",https://finance.naver.com/news/news_read.nhn?article_id=0009386891&office_id=001&mode=search&query=엔씨&page=1,"['       엔씨소프트 최대주주, 국민연금으로 변경      기사입력2017-07-05 17:34기사원문좋아요훈훈해요좋아요 평가하기공감좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0댓글엔씨소프트[연합뉴스TV 제공](서울=연합뉴스) 전명훈 기자 = 엔씨소프트는 최대주주가 기존 \'김택진 외 특수관계인\'에서 국민연금공단으로 변경됐다고 5일 공시했다.    엔씨소프트는 최근 국민연금의 지분율이 기존 11.11%에서 12.12%로 늘어남에 따라 김택진 외 특수관계인(지분율 12.02%)을 제치고 최대주주로 올라섰다고 밝혔다.    id@yna.co.kr최신 유행 트렌드 총집결(클릭!)연합뉴스 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.\xa0""오리 주둥이네요"" 지인 딸 사진에 상습악플 육아맘\xa0거구 女모델, 기내서 \'몸 비하\' 남성에 당찬 응수\xa0""도와주세요, 뱀에 물렸어요""…경찰서에 다급한 전화\xa0송혜교 결혼소감 ""송중기가 보여준 신뢰에 확신 생겨""\xa0박유천 무고혐의女 2명에 엇갈린 판결…징역2년vs무죄좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0기사제공 :']"
9,NC soft, 2017-07-0517:32,이데일리 ,"엔씨소프트, 최대주주 김택진→국민연금으로 변경",https://finance.naver.com/news/news_read.nhn?article_id=0003867441&office_id=018&mode=search&query=엔씨&page=1,"[""       엔씨소프트, 최대주주 김택진→국민연금으로 변경      기사입력2017-07-05 17:32기사원문좋아요훈훈해요좋아요 평가하기공감좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0댓글 [이데일리 김혜미 기자] 엔씨소프트(036570)는 5일 공시를 통해 국민연금이 최대주주로 올라섰다고 밝혔다. 5일 현재 국민연금의 지분율은 12.12%로 보유 주식 수는 265만8689주다. 기존 최대주주였던 김택진 엔씨소프트 대표의 지분율은 11.98%다.김혜미 (pinnster@edaily.co.kr)▶심쿵유발 스타 화보 [핫포토]▶이데일리 [페이스북] | [카카오 친구 맺기]▶한 눈에 보는 이슈 트렌드 [카드뉴스]＜ⓒ종합 경제정보 미디어 이데일리 - 무단전재 & 재배포 금지＞이데일리 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.[단독]靑 특별감찰반 가동…朴·崔 국정농단 재조사[영상] 韓위안부 모습 담은 영상 최초 공개합천 인질극 40대 男, YTN에 전화 걸어 전처와 통화 원해'결혼발표' 송혜교♥송중기, 재산규모 500억 '중소기업 합병'직장인 55.8%, 서울 떠나고 싶다..이유 1위는 '높은 집값'좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0기사제공 :""]"
