,회사명,날짜,언론사,기사제목,링크,본문
0,삼성전자, 2018-05-2117:38,매일경제 ,4세경영 불밝힌 LG…시총 3위 재탈환하나,https://finance.naver.com/news/news_read.nhn?article_id=0004154725&office_id=009&mode=search&query=LG이노텍&page=1,"['       4세경영 불밝힌 LG…시총 3위 재탈환하나      기사입력2018-05-21 17:38기사원문좋아요훈훈해요좋아요 평가하기공감좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0댓글주력계열사 실적 정체로 올들어 시총 11조 뒷걸음구광모 효과에 신사업 가속도…그룹 재도약 기대감 `솔솔` 고(故) 구본무 LG그룹 회장의 별세 소식에 LG그룹 계열사 주가가 21일 대체로 약세를 보였다. 그룹 계열사 가운데 시가총액이 가장 큰 LG화학이 1.6% 하락했고 (주)LG, LG디스플레이, LG생활건강, LG이노텍, LG하우시스 등도 일제히 약세를 보였다. 일각에서 계열분리 가능성이 제기되고 있는 LG상사도 약세를 피하지 못했다. 다만 LG전자, LG유플러스는 상승 마감했다. 구광모 LG전자 상무가 이끄는 \'4세 경영\' 체제로 전환하게 된 LG그룹은 올해 들어 주가 측면에선 부진한 상태다. 구 상무가 리더십 공백을 빠르게 메우고 나아가 그룹 재도약을 이끌어낼 수 있을지 주목된다. LG그룹은 지난해 말 상장 계열사 시가총액이 108조원에 육박하며 삼성, SK에 이어 3위로 올라섰다. 특히 1년간 시총 증가율이 무려 46.7%에 달해 10대 그룹 가운데 수위를 차지할 정도로 \'재평가\'를 이뤄낸 한 해였다. LG화학, LG전자, LG생활건강 등이 지난해 탄탄한 실적을 기반으로 증시에서도 좋은 성과를 냈다.하지만 올해 들어선 정반대 현상이 나타나고 있다. 21일 한국거래소에 따르면 LG그룹 시가총책은 96조4559억원(21일 기준)으로 올 들어 11조3370억원(10.52%) 줄어든 것으로 집계됐다. 올해 국내 10대 그룹 가운데 LG그룹의 시가총액이 가장 큰 폭(금액 기준)으로 감소한 것이다. 그룹별 시총 순위에서도 다시 현대차에 밀려 4위가 됐다.같은 기간 SK그룹과 현대차그룹의 시가총액은 각각 6조4231억원, 2조6637억원 늘어났고 삼성그룹과 한화그룹 시가총액은 2조2203억원, 1조9652억원 줄었다. LG는 감소 비율 기준으로도 한화에 이어 두 번째로 성과가 좋지 못했다. 증권업계에서는 지난해 주가 급등에 따른 일종의 \'기저효과\'도 작용하고 있지만 주력 계열사의 실적 정체가 더 큰 원인이라고 진단하고 있다. LG화학 시가총액은 21일 현재 23조8955억원으로 지난해 말보다 4조6944억원(16.42%) 감소했다. 기초소재 산업을 기반으로 전기차용 2차전지와 생명과학 등 새로운 먹거리 발굴에 나섰지만 지난 1분기에 기대 이하의 실적을 내놓으면서 주가가 급락했다. 지난 1분기 LG화학 영업이익은 전년 동기대비 18.3% 감소한 6508억원을 기록했다.LG디스플레이와 LG전자 시가총액도 각각 2조6478억원, 1조1946억원 줄어들었다. LG유플러스, LG이노텍, LG하우시스 역시 뒷걸음질을 쳤다. 주력 계열사들이 부진에 빠지면서 지주회사인 LG의 시가총액은 2조원 이상 감소했다. 반면 LG생활건강과 LG상사는 시총이 늘어나 \'체면치레\'를 했다. 그럼에도 증권업계 전문가들은 대다수 계열사에 대해 긍정적 전망을 내놓고 있다. 인수·합병(M&A)에 소극적이었던 LG그룹이 최근 오스트리아 ZKW를 인수하는 등 신사업 진출을 가속화하고 있는 점에 대해서도 우호적 평가가 잇따른다.조용선 현대차투자증권 연구원은 지주사 LG에 대해 ""건전한 재무구조를 바탕으로 신성장 동력 확보를 위한 추가적 M&A가 예상된다""며 ""순자산가치(NAV)가 증대되면 주가에도 긍정적""이라고 평가했다. 또 중국의 한한령 해제에 따른 수혜주인 LG생활건강에 대해 유민선 교보증권 연구원은 ""면세점 매출 증가로 올해 영업이익이 전년보다 12% 늘어나 1조원을 넘어설 것""이라고 전망했다.  황유식 NH투자증권 연구원은 LG화학에 대해 ""환율 하락(원화 강세)과 유가 상승, 전지와 정보소재 사업 둔화로 LG화학의 1분기 실적이 예상치를 밑돌았지만 2분기에는 기초소재 부문 출하량 증가와 전지 부문의 계절적 성수기 등으로 영업이익이 증가할 것으로 보인다""라고 말했다.LG전자도 주력인 TV와 가전사업 호조에 힘입어 올해 영업이익이 전년 대비 44% 증가한 3조6000억원에 이를 것으로 키움증권이 전망했다. 신성장동력인 자동차 부품 분야는 ZKW 인수에 따른 질적 업그레이드와 함께 하반기 흑자전환을 예상했다. LG유플러스도 시장점유율을 꾸준히 높여가면서 수익성 개선이 가능할 것으로 전망되고 있다.   [신헌철 기자 / 박윤구 기자]▶뉴스 이상의 무궁무진한 프리미엄 읽을거리 ▶아나운서가 직접 읽어주는 오늘의 주요 뉴스[ⓒ 매일경제 & mk.co.kr, 무단전재 및 재배포 금지]매일경제 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.\'美친\' 고준희, 압도적 \'완벽S라인 육감몸매\' 드러내다김부겸 장관 ""왜 갑질 하느냐"" 열차 진상 승객에 호통설하윤 우윳빛 볼륨감…군인들 반한 관능적 몸매고사양 美 vs 가성비 유럽산 韓 해상초계기 선택은?\'라이머♥\' 안현모, 초미니 입고 폴댄스 추는 바비인형좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0기사제공 :']"
1,삼성전자, 2018-05-2116:48,조선비즈 ,[마켓뷰] 코스피 2일 연속 상승...구광모 관련주 관심 집중,https://finance.naver.com/news/news_read.nhn?article_id=0000406565&office_id=366&mode=search&query=LG이노텍&page=1,"['       [마켓뷰] 코스피 2일 연속 상승...구광모 관련주 관심 집중      기사입력2018-05-21 16:48기사원문좋아요훈훈해요좋아요 평가하기공감좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0댓글 21일 코스피지수는 외국인 매도에도 불구하고 2거래일 연속 상승 마감했다. 고(故) 구본무 LG 회장이 별세한 이후 LG그룹의 4세 경영 승계 작업이 본격화하면서 구광모 LG전자 상무와 관련이 있는 종목들이 주목받은 하루였다.코스피지수는 전날보다 4.92포인트(0.20%) 상승한 2465.57포인트로 장을 마감했다. 개인과 기관은 각각 66억원, 26억원 순매수했고 외국인은 453억원 규모로 순매도 했다. 외국인은 이날로 유가증권시장에서 3거래일 연속 순매도를 기록했다.이날 국내 증시는 미·중 무역분쟁 우려감이 완화된 데 힘입어 상승 탄력을 받았다. 미·중이 지난 19일 에너지, 농산품, 의료, 첨단 기술 제품, 금융 등의 분야에서 무역 협력을 강화한다고 발표하면서, 글로벌 증시에서 우려감이 사그라드는 분위기였다.20일 서울 종로구 서울대병원 장례식장에 마련된 구본무 LG 회장의 빈소에서 장남 구광모 LG전자 상무가 자리를 지키고 있다. /LG◇ LG그룹 ‘구광모 시대’ 반영...관련 종목 깨끗한나라·보락 강세구 회장의 아들 구 상무가 지난 17일 LG그룹의 지주회사인 LG의 등기 이사로 선임되면서 구 상무 관련주들이 움직였다.구 상무 관련주로 분류된 깨끗한나라(004540)(29.96%), 깨끗한나라우(004545)(29.98%)는 장 초반 가격제한폭까지 치솟은 뒤 그대로 상한가 가격에 장을 마쳤다. 깨끗한나라의 최대주주인 희성전자는 구 상무의 친부 구본능 회장이 경영하는 희성그룹의 계열사다. 또 최병민 깨끗한나라 회장은 구 상무의 고모부다. 구 상무의 장인이 경영하고 있는 보락(002760)도 장중 한때 상한가까지 치솟았으나, 상승분을 반납하며 14%대 상승으로 마감했다.등락을 거듭하던 LG전자(066570)는 0.71% 상승으로 장을 마감했다. LG유플러스(032640)도 상승마감했다. 반면  LG화학(051910)(-1.6%), LG디스플레이(034220)(-1.1%), LG생활건강(051900)(-0.32%), LG(003550)(-1.13%), LG이노텍(011070)(-1.17%) 등 그룹주들이 대부분 하락했다.‘대장주’ 삼성전자(005930)는 전날보다 1.01% 올라 5만원의 벽을 다시 넘었다. 그 외 SK하이닉스(1.37%), 삼성물산(0.39%), 삼성바이오로직스(0.37%), POSCO(0.14%) 등이 상승했다. 반면 현대차(-0.67%), KB금융(-0.89%), 한국전력(-1.38%), LG화학(-1.6%) 등은 하락마감했다.종이,목재(2.89%), 섬유의복(2.41%), 은행(1.44%), 의료정밀(1.01%), 전기,전자(1.01%), 의약품(0.48%), 제조업(0.46%) 등은 상승세를 나타냈다. 비금속광물(-1.13%), 기계(-1.07%),  전기가스업(-1.03%), 철강·금속(-0.58%), 건설업(-0.55%), 증권(-0.49%)은 하락 마감했다.◇ 코스닥, 3일 연속 강세코스닥지수는 3.51포인트(0.40%) 오른 872.96로 거래를 마쳤다. 코스닥시장에서도 개인과 기관이 각각 356억원, 135억원 순매수하며 상승 마감에 기여했고, 외국인은 493억원 규모로 팔았다. 코스닥지수는 이날로 3거래일 연속 강세를 보였다.코스닥 대장주 셀트리온헬스케어(091990)(-1.59%)가 약세였으나, 신라젠(215600), 나노스(151910), 에이치엘비(028300), 메디톡스(086900), 바이로메드(084990), 셀트리온제약(068760), 스튜디오드래곤(253450), 제넥신(095700)등 시가총액 상위 종목들이 대부분 강세를 보였다.이영곤 하나금융투자 투자전략 팀장은 “실적의 호전이 확인되는 종목 중심으로 매수세 유입되고 있다”면서 “이익이 개선되는 종목을 위주로 대응하는 전략이 유효하다”고 말했다.[이민아 기자 wow@chosunbiz.com]chosunbiz.com조선비즈 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.""한국 고맙습니다"" 세네갈 참치회사 살린 동원삼성맨 영입 2년 만에… 中 SMIC, 경사 났네래미안 등 로또아파트 분양 연기… 무슨일이中 판매량 102% 갑자기 뛴 현대·기아차""없어서 못팔아"" 中서 불티나게 팔리는 韓 제품좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0기사제공 :']"
2,삼성전자, 2018-05-2116:31,뉴시스 ,[특징주][종합]LG 4세 경영 기대감에 깨끗한나라·보락 '상한가'…그룹株는 등락...,https://finance.naver.com/news/news_read.nhn?article_id=0008608127&office_id=003&mode=search&query=LG이노텍&page=1,"['       [특징주][종합]LG 4세 경영 기대감에 깨끗한나라·보락 \'상한가\'…그룹株는 등락 엇갈려      기사입력2018-05-21 16:31기사원문좋아요훈훈해요좋아요 평가하기공감좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0댓글 【서울=뉴시스】김형섭 기자 = 구본무 LG그룹 회장 별세로 인한 LG그룹의 4세 경영이 본격화하자 21일 주식시장에서 관련 테마주들이 상한가로 직행했다. 이날 유가증권시장에서 깨끗한나라(004540)는 전 거래일 대비 가격제한폭인 29.96%까지 오른 7070원에 거래를 마쳤다. 전 거래일에 이어 이틀 연속 상한가 마감이다.지난 17~18일 이틀 연속 상한가로 마감했던 보락(002760)도 이날 개장과 동시에 상한가로 직행했다. 다만 최대주주 친인척이 200만주를 장내 매도 하는 등 차익실현 매물이 쏟아지면서 14.69%(540원) 오른 4215원에 거래를 마쳤다.이들 종목의 강세는 전날 구 회장이 별세하면서 아들인 구광모 LG전자 상무의 4세 경영이 본격화된 것과 관련이 있는 것으로 풀이된다. 깨끗한나라는 최병민 회장이 구 상무의 고모부이고 보락은 정기련 대표가 구 상무의 장인이라는 점에서 LG 4세 경영의 수혜주로 평가받는다.LG그룹주의 경우 종목별로 주가가 엇갈렸다. LG화학(051910)은 전 거래일 대비 1.60%(5500원) 떨어진 33만8500원에 거래를 마쳤다. LG상사(001120, -1.21%), LG이노텍(011070, -1.17%), LG(003550, -1.33%), LG디스플레이(034220, -1.10%), LG하우시스(108670, -0.78%), LG생활건강(051900, -0.32%) 등도 하락했다.반면 LG전자(066570)는 0.71%(700원) 오른 9만8700원에 장을 마쳤으며 LG유플러스(032640, 0.39%)도 오름세로 마감했다.시장에서는 LG그룹의 4세 경영 요소가 주가에 미리 반영됐고 경영권 분쟁 여지도 없어 구 회장의 별세로 인한 주가 변동폭은 크지 않을 것으로 보고 있다.ephites@newsis.com▶ 뉴시스 빅데이터 MSI 주가시세표 바로가기 ▶ 뉴시스 SNS [페이스북] [트위터]뉴시스 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.""노출 치료""…공군 심리상담의, 여군 환자들 성폭행KTX 진상 혼낸 중년남성 알고보니 김부겸 장관…""나 공무원이다""경찰, 여성모델 노출 사진 무단 유포 혐의 26명 수사美전문가 ""중국, 이르면 2020년 대만 무력침공 감행""새벽시간 20대 여성 상대 음란행위 30대 징역 5개월좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0기사제공 :']"
3,삼성전자, 2018-05-2116:21,뉴스1 ,빈소 들어가는 박종석 LG이노텍 대표,https://finance.naver.com/news/news_read.nhn?article_id=0003383495&office_id=421&mode=search&query=LG이노텍&page=1,"['       빈소 들어가는 박종석 LG이노텍 대표      기사입력2018-05-21 16:21기사원문좋아요훈훈해요좋아요 평가하기공감좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0댓글(서울=뉴스1) 박지수 기자 = 박종석 LG이노텍 대표가 21일 서울 종로구 서울대병원 장례식장에 마련된 故 구본무 LG그룹 회장의 빈소에 들어서고 있다. 2018.5.21/뉴스1zissue@news1.kr▶ [뉴스1] 채널설정하기 ▶ 제보하기▶ ‘6·13지방선거’ 뉴스보기[© 뉴스1코리아(news1.kr), 무단 전재 및 재배포 금지]뉴스1 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.홍준표 ""文대통령 드루킹 인지여부, 특검 대상될 수도""KTX 진상 고객 혼낸 공무원… 알고보니 김부겸 장관회의 도중 이사 흉기로 살해한 中企대표\'성매매 미끼\'로 남성 모텔 유인해 지갑 털어평택 아파트서 아령 떨어뜨린건 7세 소녀좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0기사제공 :']"
4,삼성전자, 2018-05-2116:07,이데일리 ,"[포토]박종석 LG이노텍 대표, 故 구본무 회장 빈소 찾아",https://finance.naver.com/news/news_read.nhn?article_id=0004107373&office_id=018&mode=search&query=LG이노텍&page=1,"[""       [포토]박종석 LG이노텍 대표, 故 구본무 회장 빈소 찾아      기사입력2018-05-21 16:07기사원문좋아요훈훈해요좋아요 평가하기공감좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0댓글[이데일리 방인권 기자] 박종석 LG이노텍 대표가 21일 오후 서울 종로구 서울대병원 장례식장에 마련된 故 구본무 LG그룹 회장의 빈소 조문을 하기 위해 들어서고 있다.故 구본무 LG그룹 회장은 지난해에 이어 올해 초 수차례 뇌수술을 받았으며, 통원 치료를 하다가 최근 상태가 악화하면서 입원한 것으로 알려졌었다. 유족 측은 조용하고 간소하게 장례를 치르기를 원했던 고인의 유지와 유족의 뜻에 따라 비공개로 가족장을 치르기로 했다.방인권 (bink7119@edaily.co.kr)최신 웹툰이 매일 공짜... 꿀잼 '웹툰' [감상하기▶]6·13 지방선거, '선거판 한 눈에 보기' [바로가기▶]20대의 힐링을 위한 놀이터 '스냅타임' [놀러가기▶]＜ⓒ종합 경제정보 미디어 이데일리 - 무단전재 & 재배포 금지＞이데일리 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.'손위 兄' 구본능 회장처럼..구본준 부회장, LG서 독립할듯[건설업 먹구름]나 떨고 있니? 3중고 직면 건설경기 '암울'김부겸, KTX 진상승객에 그래! 나 공무원이다!...#매의 눈 #용자나경원 '짝짜꿍 발언'에 분노한 역사학자, 인격 무너졌다[선택 6.13]이재명 여동생 야쿠르트 배달하다 청소원으로 생 마감해좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0기사제공 :""]"
5,삼성전자, 2018-05-2115:47,뉴시스 ,고 구본무 회장 빈소 들어서는 박종석 대표,https://finance.naver.com/news/news_read.nhn?article_id=0008607938&office_id=003&mode=search&query=LG이노텍&page=1,"['       고 구본무 회장 빈소 들어서는 박종석 대표      기사입력2018-05-21 15:47기사원문좋아요훈훈해요좋아요 평가하기공감좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0댓글【서울=뉴시스】조성봉 기자 = 박종석 LG이노텍 대표가  21일 오후 서울 종로구 서울대병원 장례식장에 마련된 고 구본무 LG그룹 회장의 빈소에 들어서고 있다. 2018.05.21suncho21@newsis.com[사진 영상 제보받습니다] 공감언론 뉴시스가 독자 여러분의 소중한 제보를 기다립니다. 뉴스 가치나 화제성이 있다고 판단되는 사진 또는 영상을 뉴시스 사진영상부(n-photo@newsis.com, 02-721-7470)로 보내주시면 적극 반영하겠습니다.뉴시스 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.""노출 치료""…공군 심리상담의, 여군 환자들 성폭행경찰, 여성모델 노출 사진 무단 유포 혐의 26명 수사美전문가 ""중국, 이르면 2020년 대만 무력침공 감행""새벽시간 20대 여성 상대 음란행위 30대 징역 5개월미국서 볼펜형 전자담배 폭발…사망자 시신 거의 불타좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0기사제공 :']"
6,삼성전자, 2018-05-2115:46,이데일리 ,[포토]故 구본무 회장 빈소 찾은 박종석 LG이노텍 대표,https://finance.naver.com/news/news_read.nhn?article_id=0004107344&office_id=018&mode=search&query=LG이노텍&page=1,"[""       [포토]故 구본무 회장 빈소 찾은 박종석 LG이노텍 대표      기사입력2018-05-21 15:46기사원문좋아요훈훈해요좋아요 평가하기공감좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0댓글[이데일리 방인권 기자] 박종석 LG이노텍 대표가 21일 오후 서울 종로구 서울대병원 장례식장에 마련된 故 구본무 LG그룹 회장의 빈소에 들어서고 있다. 故 구본무 LG그룹 회장은 지난해에 이어 올해 초 수차례 뇌수술을 받았으며, 통원 치료를 하다가 최근 상태가 악화하면서 입원한 것으로 알려졌었다. 유족 측은 조용하고 간소하게 장례를 치르기를 원했던 고인의 유지와 유족의 뜻에 따라 비공개로 가족장을 치르기로 했다.방인권 (bink7119@edaily.co.kr)최신 웹툰이 매일 공짜... 꿀잼 '웹툰' [감상하기▶]6·13 지방선거, '선거판 한 눈에 보기' [바로가기▶]20대의 힐링을 위한 놀이터 '스냅타임' [놀러가기▶]＜ⓒ종합 경제정보 미디어 이데일리 - 무단전재 & 재배포 금지＞이데일리 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.'손위 兄' 구본능 회장처럼..구본준 부회장, LG서 독립할듯[건설업 먹구름]나 떨고 있니? 3중고 직면 건설경기 '암울'김부겸, KTX 진상승객에 그래! 나 공무원이다!...#매의 눈 #용자나경원 '짝짜꿍 발언'에 분노한 역사학자, 인격 무너졌다[선택 6.13]이재명 여동생 야쿠르트 배달하다 청소원으로 생 마감해좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0기사제공 :""]"
7,삼성전자, 2018-05-2115:24,연합뉴스 ,빈소 찾은 박종석 LG이노텍 대표,https://finance.naver.com/news/news_read.nhn?article_id=0010098543&office_id=001&mode=search&query=LG이노텍&page=1,"['       빈소 찾은 박종석 LG이노텍 대표      기사입력2018-05-21 15:24기사원문좋아요훈훈해요좋아요 평가하기공감좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0댓글    (서울=연합뉴스) 진연수 기자 = 박종석 LG이노텍 대표가 21일 오후 서울 종로구 서울대병원 장례식장에 마련된 고 구본무 LG그룹 회장의 빈소에 들어서고 있다. 2018.5.21    jin90@yna.co.kr ▶기사제보 및 문의▶내 생활에 흥이나는 최신 트렌드\xa0\xa0▶사진구매 문의연합뉴스 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.\xa0\'황비홍\' 액션스타 이연걸 맞나?…노쇠한 모습에 팬들 충격\xa0""아파트서 떨어진 아령에 주민 부상""…용의자는 7살 소녀\xa0댓글 여론조작 \'드루킹\' 김씨, 아내 성폭력 혐의 재판에\xa0성인 남녀 넘어 이제는 초딩까지…""몰카 보실래요?""\xa0야구장에 난입해 4만 마리의 친구를 구한 고양이좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0기사제공 :']"
8,삼성전자, 2018-05-2115:14,뉴스1 ,故 구본무 회장 빈소 찾은 박종석 LG이노텍 대표,https://finance.naver.com/news/news_read.nhn?article_id=0003383224&office_id=421&mode=search&query=LG이노텍&page=1,"['       故 구본무 회장 빈소 찾은 박종석 LG이노텍 대표      기사입력2018-05-21 15:14기사원문좋아요훈훈해요좋아요 평가하기공감좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0댓글(서울=뉴스1) 박지수 기자 = 박종석 LG이노텍 대표가 21일 서울 종로구 서울대병원 장례식장에 마련된 故 구본무 LG그룹 회장의 빈소에 들어서고 있다. 2018.5.21/뉴스1zissue@news1.kr▶ [뉴스1] 채널설정하기 ▶ 제보하기▶ ‘6·13지방선거’ 뉴스보기[© 뉴스1코리아(news1.kr), 무단 전재 및 재배포 금지]뉴스1 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.KTX 진상 고객 혼낸 공무원… 알고보니 김부겸 장관홍준표 ""여론조작으로 탄생한 정권, 남북관계도 환상""회의 도중 이사 흉기로 살해한 中企대표\'성매매 미끼\'로 남성 모텔 유인해 지갑 털어평택 아파트서 아령 떨어뜨린건 7세 소년좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0기사제공 :']"
9,삼성전자, 2018-05-2115:05,이데일리 ,[포토]故 구본무 LG그룹 회장 빈소 찾은 박종석 LG이노텍 대표,https://finance.naver.com/news/news_read.nhn?article_id=0004107239&office_id=018&mode=search&query=LG이노텍&page=1,"[""       [포토]故 구본무 LG그룹 회장 빈소 찾은 박종석 LG이노텍 대표      기사입력2018-05-21 15:05기사원문좋아요훈훈해요좋아요 평가하기공감좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0댓글[이데일리 방인권 기자] 박종석 LG이노텍 대표가 21일 오후 서울 종로구 서울대병원 장례식장에 마련된 故 구본무 LG그룹 회장의 빈소에 들어서고 있다. 故 구본무 LG그룹 회장은 지난해에 이어 올해 초 수차례 뇌수술을 받았으며, 통원 치료를 하다가 최근 상태가 악화하면서 입원한 것으로 알려졌었다. 유족 측은 조용하고 간소하게 장례를 치르기를 원했던 고인의 유지와 유족의 뜻에 따라 비공개로 가족장을 치르기로 했다.방인권 (bink7119@edaily.co.kr)최신 웹툰이 매일 공짜... 꿀잼 '웹툰' [감상하기▶]6·13 지방선거, '선거판 한 눈에 보기' [바로가기▶]20대의 힐링을 위한 놀이터 '스냅타임' [놀러가기▶]＜ⓒ종합 경제정보 미디어 이데일리 - 무단전재 & 재배포 금지＞이데일리 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.'손위 兄' 구본능 회장처럼..구본준 부회장, LG서 독립할듯[건설업 먹구름]나 떨고 있니? 3중고 직면 건설경기 '암울'김부겸, KTX 진상승객에 그래! 나 공무원이다!...#매의 눈 #용자나경원 '짝짜꿍 발언'에 분노한 역사학자, 인격 무너졌다[선택 6.13]이재명 여동생 야쿠르트 배달하다 청소원으로 생 마감해좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0기사제공 :""]"
