,회사명,날짜,언론사,기사제목,링크,본문
0,삼성전자, 2019-08-1421:48,국민일보 ,"[코스피] LG이노텍 반기(누적) 매출액 2조 8910억원, 영업이익 74억원 (...",https://finance.naver.com/news/news_read.nhn?article_id=0001229275&office_id=005&mode=search&query=LG이노텍&page=1,"['       [코스피] LG이노텍 반기(누적) 매출액 2조 8910억원, 영업이익 74억원 (연결 기준)      기사입력2019-08-14 21:48기사원문좋아요훈훈해요좋아요 평가하기공감좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0댓글LG이노텍은 반기(누적) 연결기준으로 매출액 2조 8910억원, 영업이익 74억원, 당기순손실 382억원을 기록했다고 8월 14일 발표했다. 2018년 대비 매출액은 3474억원 감소, 영업이익은 228억원 감소, 당기순이익은 444억원 감소했다.2019년 영업이익률은 0.25%로 나타났으며, 2018년 영업이익률 0.93%보다 0.68%p 감소했다. 2019년 부채비율은 168.98%로 2018년 부채비율 171.74%보다 2.76%p 감소했다.한편, LG이노텍은 장 마감 이후 해당 기업공시를 발표했으며 오늘 종가가 104,500원, 거래량은 364,571주로, 직전 거래일 대비 5,600원(+5.66%) 상승했다.공시 전문으로 이동스톡봇 기자※ 이 기사는 국민일보와 엠로보가 개발한 증권뉴스 전용 인공지능 로봇 ‘스톡봇’이 금융감독원 전자공시시스템(DART)과 한국거래소(KRX) 데이터를 토대로 작성한 것입니다. 지속적인 업그레이드를 통해 더욱 풍부하고 정확한 내용을 담아 가겠습니다.[국민일보 채널 구독하기][취향저격 뉴스는 여기] [의뢰하세요 취재대행소 왱]GoodNews paper ⓒ 국민일보(www.kmib.co.kr), 무단전재 및 재배포금지국민일보 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.탈북민 모자의 죽음, 아무도 이들을 도와주지 못했다日 ""한국과 수출 규제 대화 안한다""… 불매운동 장기화 우려""찜통더위 1평 지하서 휴식…청소노동자 사망은 서울대 책임""고유정 피해자 측 ""현남편 몸보신 위해 감자탕? 먹지도, 함께 있지도 않았다""[사연뉴스] ""옆자리 과장님이 화장실에서 절 몰래 찍었대요""좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0기사제공 :']"
1,삼성전자, 2019-08-1418:36,한국경제 ,"14일, 거래소 기관 순매수상위에 전기,전자 업종 3종목",https://finance.naver.com/news/news_read.nhn?article_id=0004192986&office_id=015&mode=search&query=LG이노텍&page=1,"['       14일, 거래소 기관 순매수상위에 전기,전자 업종 3종목      기사입력2019-08-14 18:36기사원문좋아요훈훈해요좋아요 평가하기공감좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0댓글 기관 투자자는 14일 거래소에서 KODEX 코스닥150 레버리지, SK하이닉스, 삼성전기 등을 중점적으로 사들인 것으로 나타났다.기관 투자자의 순매수 상위 20개 종목은 KODEX 코스닥150 레버리지, SK하이닉스, 삼성전기, 현대차, 휠라코리아, LG이노텍, 셀트리온, 하이트진로, LG화학, KODEX 레버리지등이다.이중에 전기,전자 업종에 속한 종목이 4개 포함되어 있다.KODEX 코스닥150 레버리지, SK하이닉스, 삼성전기 등은 전일 대비 주가가 상승했고, 현대차, 휠라코리아, 카카오 등은 주가가 하락했다.[08월14일]거래소 기관 순매수 상위 종목한경로보뉴스이 기사는 한국경제신문과 금융 AI 전문기업 씽크풀이 공동 개발한 기사 자동생성 알고리즘에 의해 실시간으로 작성된 것입니다.▶ 네이버에서 한국경제 뉴스를 받아보세요▶ 한경닷컴 바로가기  ▶ 모바일한경 구독신청 ⓒ 한국경제 & hankyung.com, 무단전재 및 재배포 금지한국경제 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.""돈 더 달라"" 외치더니…현대차 노조 \'중대 결단\'돈 나올 구멍도 없는데 300조 걷겠다는 정부""아베뿐 아니라 文대통령도…"" 비난한 외신박찬호 모델로 기용했더니 벌어진 일…""구리 롯데백화점 매각""…롯데에 무슨 일?좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0기사제공 :']"
2,삼성전자, 2019-08-1418:36,한국경제 ,"14일, 외국인 거래소에서 휠라코리아(-7.68%), 셀트리온(+0.33%) 등 ...",https://finance.naver.com/news/news_read.nhn?article_id=0004192987&office_id=015&mode=search&query=LG이노텍&page=1,"['       14일, 외국인 거래소에서 휠라코리아(-7.68%), 셀트리온(+0.33%) 등 순매도      기사입력2019-08-14 18:36기사원문좋아요훈훈해요좋아요 평가하기공감좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0댓글 외국인 투자자는 14일 거래소에서 휠라코리아, 셀트리온, 현대차 등을 중점적으로 매도한 것으로 나타났다.외국인 투자자의 순매도 상위 20개 종목은 휠라코리아, 셀트리온, 현대차, NAVER, LG유플러스, 이마트, 한국콜마, POSCO, 하나금융지주, LG이노텍등이다.이중에 금융업 업종에 속한 종목이 5개 포함되어 있다.셀트리온, POSCO, LG이노텍 등은 전일 대비 주가가 상승했고, 휠라코리아, 현대차, NAVER 등은 주가가 하락했다.[08월14일]거래소 외국인 순매도 상위 종목한경로보뉴스이 기사는 한국경제신문과 금융 AI 전문기업 씽크풀이 공동 개발한 기사 자동생성 알고리즘에 의해 실시간으로 작성된 것입니다.▶ 네이버에서 한국경제 뉴스를 받아보세요▶ 한경닷컴 바로가기  ▶ 모바일한경 구독신청 ⓒ 한국경제 & hankyung.com, 무단전재 및 재배포 금지한국경제 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.""돈 더 달라"" 외치더니…현대차 노조 \'중대 결단\'돈 나올 구멍도 없는데 300조 걷겠다는 정부""아베뿐 아니라 文대통령도…"" 비난한 외신박찬호 모델로 기용했더니 벌어진 일…""구리 롯데백화점 매각""…롯데에 무슨 일?좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0기사제공 :']"
3,삼성전자, 2019-08-1417:58,매일경제 ,故조양호 퇴직금 등 702억…이재용은 이번에도 `무보수`,https://finance.naver.com/news/news_read.nhn?article_id=0004410260&office_id=009&mode=search&query=LG이노텍&page=1,"['       故조양호 퇴직금 등 702억…이재용은 이번에도 `무보수`      기사입력2019-08-14 17:58기사원문좋아요훈훈해요좋아요 평가하기공감좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0댓글주요그룹 오너·임원 상반기 보수신동빈 7개 계열사서 79억허창수 66억·최태원 40억정몽구 37억·정의선 20억김창근 SK이노베이션 前의장퇴직금 포함해 138억 수령권오현 삼성전자 회장 31억◆ 상반기 상장사 임직원 보수 ◆   고(故) 조양호 한진그룹 회장이 대한항공 등 계열사에서 퇴직금을 포함해 총 702억원의 급여를 수령한 것으로 나타났다. 그룹 경영에서 물러난 구본준 전 LG그룹 부회장은 퇴직금을 포함해 100억원 넘는 급여를 받았다. 14일 금융감독원에 따르면 고 조 회장은 대한항공, 한진칼, (주)한진, 진에어, 한국공항 등 5개 상장 계열사에서 총 702억원의 급여를 수령했다. 근로소득은 54억5400만원에 그쳤지만 퇴직금이 총 647억4500만원에 달했다. 대한항공은 ""임원 퇴직금 지급 규정에 따라 퇴임 당시 월평균 보수와 직위별 지급률, 근무기간 등을 고려해 퇴직금을 산정해 지급했으며 급여는 이사 보수 지급 기준에 따라 책정했다""고 설명했다. 신동빈 롯데그룹 회장은 롯데케미칼(17억5000만원), 호텔롯데(16억8400만원), 롯데쇼핑(12억1400만원) 등 7개 계열사에서 총 79억3600만원을 받았다. 허창수 GS그룹 회장은 지주사인 GS와 GS건설에서 각각 22억6700만원과 43억7800만원 등 66억4500만원을 상반기 보수로 수령했다. 최태원 SK그룹 회장은 올해 상반기 SK(주)와 SK하이닉스에서 각각 20억원씩 총 40억원을 받아 지난해 상반기와 보수가 같았다. 두 회사는 최 회장에게 급여와 상여급으로 각각 10억원씩 20억원을 지급했다. 최 회장은 지난해부터 SK하이닉스에서 보수를 받기 시작해 지난해 연봉은 총 60억원을 기록했다.정몽구 현대자동차그룹 회장은 상반기 현대차에서 22억원, 현대모비스에서 15억4000만원 등 총 37억4000만원을 급여로 받았다. 정의선 현대차그룹 수석부회장은 현대차에서 14억원, 현대모비스에서 5억9900만원 등 총 20억원을 지급받았다. 정 회장의 상반기 급여는 지난해 같은 기간의 49억6300만원보다 24.6% 줄었다. 반면 정 수석부회장은 지난해 현대차에서 8억4000만원을 받았지만 올해 3월 현대차·현대모비스 대표이사에 올라 그룹 경영 전면에 나서면서 급여가 늘었다.구광모 LG그룹 회장은 32억1200만원을 상반기 보수로 받았다. LG는 글로벌 금융 시장 변동성이 확대되고 경기 둔화로 대내외 불확실성이 높아지는 등 어려운 경영환경 속에서도 지난해 달성한 실적 성과를 감안했고, 장기적 관점에서 미래 성장동력 발굴을 위한 사업구조 고도화에 기여한 점을 고려했다고 설명했다.이재현 CJ그룹 회장은 CJ, CJ제일제당, CJ ENM 등 3개사에서 모두 38억5000만원을 받았다. 지난해는 23억5000만원을 받았다. 손경식 CJ그룹 회장은 지난해보다 1억5100만원 늘어난 17억7500만원을 CJ제일제당에서 받았다. 이미경 부회장도 CJ ENM에서 10억원을 수령했다. 구자열 LS 회장은 상반기 12억1700만원의 급여와 18억6500만원의 상여를 포함해 총 30억8200만원을 보수로 수령했다. LS는 구 회장이 그룹의 미래 전략을 구상하고 미래 성장동력 가속화에 기여한 점과 어려운 사업환경에서 글로벌 수준의 기술 경쟁력 확보를 주도한 점, 기업의 사회적 책임을 다하는 리더십을 발휘한 점 등을 고려했다고 설명했다.신세계그룹 오너 일가 중에서는 이명희 회장 부부의 보수가 가장 높았다. 이 회장과 정재은 신세계그룹 명예회장은 신세계에서 5억5300만원, 이마트에서 14억1600만원을 받아 총 19억6900만원을 받았다. 정용진 신세계그룹 부회장은 이마트에서 17억1800만원, 정유경 신세계 총괄사장은 신세계에서 14억9800만원을 받았다. 이 밖에 구자균 LS산전 회장은 올해 상반기 보수로 총 27억5500만원을 수령했다. 이 가운데 급여가 11억6200만원이며 상여금으로 11억1600만원을 받았다. 해외 계열사 부실 여파로 한진중공업 경영에서 손을 뗀 조남호 한진중공업홀딩스 회장은 급여 1억여 원과 퇴직금 27억1400만원을 합해 총 28억2100만원의 상반기 보수를 받았다. 현정은 현대그룹 회장은 현대엘리베이터로부터 상여 14억3700만원을 포함해 총 20억4200만원의 보수를 수령했다. 박용만 두산인프라코어 회장은 13억6100만원을 상반기 보수로 수령했다.   전문경영인 및 임원 가운데서는 김창근 전 SK이노베이션 의장이 퇴직금 123억5800만원을 포함해 총 138억1400만원의 상반기 보수를 수령했다. SK이노베이션은 SK케미칼, SK이노베이션 등에서 근무한 기간을 합쳐 임원 퇴직금 지급 규정에 따라 산출 및 지급했다고 밝혔다.삼성전자 최고경영진은 지난해 상반기와 비슷한 수준의 급여를 수령했다. 권오현 삼성전자 회장은 31억6700만원을 수령했고, 삼성전자의 반도체 사업을 총괄하는 김기남 부회장은 이번 상반기 13억8600만원을 받아 지난해(13억5300만원)와 차이가 크지 않았다. 이재용 삼성전자 부회장은 올해 상반기에도 급여를 받지 않아 \'무보수\'인 것으로 나타났다.조성진 LG전자 부회장은 급여 8억4900만원에 상여 16억7000만원을 더해 총 25억1900만원을 상반기 보수로 수령했다. 올 초 정철동 사장에게 바통을 넘기고 용퇴한 박종석 LG이노텍 사장은 퇴직금 36억7300만원을 포함해 총 44억9400만원의 보수를 수령했다. 최치훈 삼성물산 사장은 올 상반기 17억9200만원을 받았다.[김기정 기자 / 이유진 기자 / 전경운 기자]▶네이버 메인에서 \'매일경제\'를 받아보세요▶뉴스레터 \'매콤달콤\' 구독 ▶무궁무진한 프리미엄 읽을거리[ⓒ 매일경제 & mk.co.kr, 무단전재 및 재배포 금지]매일경제 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.또 짐 로저스 효과…나노메딕스 급등상한제發 기현상…""조합원이 일반분양자보다 3억 더 내야""양현석·승리, 상습도박 혐의 입건 \'피의자 전환\'국방중기계획, 한국군 핵심능력 확보주력이미영 ""전영록, 완벽한 사람…서로 간 사랑 깨진 것""좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0기사제공 :']"
4,삼성전자, 2019-08-1417:38,한국경제 ,[Hot Stock] LG이노텍,https://finance.naver.com/news/news_read.nhn?article_id=0004192957&office_id=015&mode=search&query=LG이노텍&page=1,"['       [Hot Stock] LG이노텍      기사입력2019-08-14 17:38기사원문좋아요훈훈해요좋아요 평가하기공감좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0댓글14일 유가증권시장에서 5600원(5.66%) 오른 10만4500원에 마감했다. 미국이 휴대폰 등 일부 중국산 수입품의 추가 관세 부과를 연기하겠다고 발표하면서 중국에서 아이폰을 생산하는 애플이 수혜를 입을 것이란 분석이 나왔다. LG이노텍은 애플에 아이폰용 부품을 공급한다.▶ 네이버에서 한국경제 뉴스를 받아보세요▶ 한경닷컴 바로가기  ▶ 모바일한경 구독신청 ⓒ 한국경제 & hankyung.com, 무단전재 및 재배포 금지한국경제 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.""일본, 예전같지 않아""…日 교수 \'폭탄 전망\'""돈 더 달라"" 외치더니…현대차 노조 \'중대 결단\'""아베뿐 아니라 文대통령도…"" 비난한 외신돈 나올 구멍도 없는데 300조 걷겠다는 정부박찬호 모델로 기용했더니 벌어진 일…좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0기사제공 :']"
5,삼성전자, 2019-08-1416:56,이데일리 ,"정철동 LG이노텍 사장, 상반기 보수 5.7억",https://finance.naver.com/news/news_read.nhn?article_id=0004445475&office_id=018&mode=search&query=LG이노텍&page=1,"['       정철동 LG이노텍 사장, 상반기 보수 5.7억      기사입력2019-08-14 16:56기사원문좋아요훈훈해요좋아요 평가하기공감좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0댓글박종석 전 사장 퇴직금 등 44억9400만원 받아[이데일리 박철근 기자] 정철동 LG이노텍(011070) 사장이 올해 상반기 중에 급여로 5억7700만원을 받았다.14일 LG이노텍이 공시한 반기보고서에 따르면 정 사장은 급여명목으로만 5억7700만원을 받은 것으로 나타났다.박종석 전 사장은 △급여 4억2600만원 △상여금 3억8000만원 △퇴직금 36억7300만원 등 44억9400만원을 받아 가장 많았으며 정용선 전 부사장과 문형철 전 전무도 퇴직금 등을 포함해 각각 16억200만원, 9억4600만원을 수령했다.박철근 (konpol@edaily.co.kr)네이버 홈에서 ‘이데일리’ 뉴스 [구독하기▶]꿀잼가득 [영상보기▶] , 청춘뉘우스~ [스냅타임▶]＜ⓒ종합 경제정보 미디어 이데일리 - 무단전재 & 재배포 금지＞이데일리 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.[국방] 이·착륙 전투기 탑재 대형 수송함 확보 추진DHC, 방탄소년단도 맹비난 ""원폭 티셔츠 입고 춤춰..""\'사노맹\'이 뭐길래...조국 한 번도 숨긴 적 없다""고유정, 사형선고 아닌 무기징역 가능성 높아""손혜원 ""박지원, 80세 5선 하려고?""…朴측 ""모욕적""좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0기사제공 :']"
6,삼성전자, 2019-08-1416:49,아이뉴스24 ,"정철동 LG이노텍 사장, 상반기 5억7700만원 보수 수령",https://finance.naver.com/news/news_read.nhn?article_id=0000505235&office_id=031&mode=search&query=LG이노텍&page=1,"['       정철동 LG이노텍 사장, 상반기 5억7700만원 보수 수령      기사입력2019-08-14 16:49기사원문좋아요훈훈해요좋아요 평가하기공감좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0댓글퇴임한 박종석 전 대표이사는 총 44억9400만원[아이뉴스24 윤선훈 기자] LG이노텍은 정철동 대표이사(사장)가 올 상반기 총 5억7천700만원의 급여를 받았다고 14일 공시했다.LG이노텍은 급여 산정 기준에 대해 ""기본급의 경우 집행임원 인사관리규정 등 보수 관련 규정에 따라 직급(사장) 등을 반영했다""며 ""1월부터 3월까지는 5천900만원을, 4월부터 6월까지는 6천100만원을 매월 지급했다""고 밝혔다. [출처=LG이노텍]이와 함께 ""직책수당으로 직무 및 역할 중요성 등을 반영해 1월부터 3월에는 3천500만원을, 4월부터 6월에는 3천600만원을 매월 지급했다""고 덧붙였다.한편 전임 대표이사인 박종석 사장은 상반기 보수로 급여 4억2천600만원, 상여금 3억8천만원, 기타근로수당 1천500만원, 퇴직소득 35억7천300만원 등 총 44억9천400만원을 받았다.윤선훈기자 krel@inews24.com▶네이버 채널에서 \'아이뉴스24\'를 구독해주세요.▶아이뉴스TV에서 부동산 고수를 만나보세요.[ⓒ 아이뉴스24 무단전재 및 재배포 금지]아이뉴스24 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.문 대통령 아들 문준용 작가 ""허위사실 유포 SNS 계정 고소 예정""[전문]NDS, 클라우드 MSP 사업 확대…""비용 최적화 초점""미디어 공룡 CBS·비아콤, \'다시 한집살림\'\'보급형 5G폰\'도 삼성전자 독주 이어지나애플, 학생증 \'아이폰\'으로 대신한다좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0기사제공 :']"
7,삼성전자, 2019-08-1414:01,서울경제 ,"전기전자업(+1.97%↑)이 강세인 가운데, 코스피도 상승 흐름(+0.76%↑)",https://finance.naver.com/news/news_read.nhn?article_id=0003603250&office_id=011&mode=search&query=LG이노텍&page=1,"['       전기전자업(+1.97%↑)이 강세인 가운데, 코스피도 상승 흐름(+0.76%↑)      기사입력2019-08-14 14:01기사원문좋아요훈훈해요좋아요 평가하기공감좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0댓글 [서울경제] 오후 2시 0분 현재 총 18개 코스피 주요 업종 중 13개 업종이 오름세를 보이고 있는 가운데, 전기전자업(+1.97%), 의료정밀업(+1.79%), 화학업(+1.55%) 등이 상승 흐름을 주도하고 있다. 반면 건설업(-1.10%), 유통업(-0.79%), 서비스업(-0.72%)은 약세를 보이고 있다.상승률이 가장 높은 전기전자업은  외국인과 기관의 \'동반\' 매수세가 나타나고 있으며, 수급측면으로는 50(매도):50(매수)의 보합세를 보이고 있다 한편 전기전자업은 최근 7일 동안 2.05% 상승했으며(기간상승률 9위), 동일 기간 동안  외국인과 기관의 매수세가 강했던 것으로 나타났다.전기전자업 내 주요 종목 동향을 보면 LG이노텍이 +7.18%로 가장 강한 상승률을 보이고 있고, 유양디앤유(+5.96%), 삼화전기(+4.67%)가 뒤를 받치고 있다. 반면 일진디스플(-0.13%), 하이트론(-0.13%), LS산전(-0.12%) 등은 하락 흐름을 보이고 있다.이 시각 현재 외국인은 코스피시장에서 45억 순매수를 기록 중이며, 전기전자업과 화학업을 주로 매수하고 있다.[이 기사는 증시분석 전문기자 서경뉴스봇(newsbot@sedaily.com)이 실시간으로 작성했습니다.]/서경뉴스봇 newsbot@sedaily.com[서울경제 바로가기]▶ 텔레그램으로 서울경제 구독하기  | ▶ 네이버TV로 서울경제썸 구독하기▶ 네이버 메인에서 \'No. 1 뉴스\' 서울경제를 만나보세요저작권자 ⓒ 서울경제, 무단 전재 및 재배포 금지서울경제 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.文대통령 ""日 위안부 문제 국제사회에 공유하겠다""조국 법무장관 지명···""잘했다"" 49% vs ""잘못했다"" 43%김기춘, 세월호 보고시각 조작 혐의 1심서 징역형 집유""미친 존재감""···기아차 SUV \'모하비 더 마스터\' 공개유승민 ""경제 기초체력 튼튼? 대통령이 만든 가짜뉴스""좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0기사제공 :']"
8,삼성전자, 2019-08-1412:02,서울경제 ,"전기전자업(+2.37%↑)이 강세인 가운데, 코스피도 상승 흐름(+0.91%↑)",https://finance.naver.com/news/news_read.nhn?article_id=0003603187&office_id=011&mode=search&query=LG이노텍&page=1,"['       전기전자업(+2.37%↑)이 강세인 가운데, 코스피도 상승 흐름(+0.91%↑)      기사입력2019-08-14 12:02기사원문좋아요훈훈해요좋아요 평가하기공감좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0댓글 [서울경제] 오후 12시 0분 현재 총 18개 코스피 주요 업종 중 13개 업종이 오름세를 보이고 있는 가운데, 전기전자업(+2.37%), 의료정밀업(+1.97%), 섬유의복업(+1.55%) 등이 상승 흐름을 주도하고 있다. 반면 건설업(-0.73%), 서비스업(-0.61%), 유통업(-0.49%)은 약세를 보이고 있다.상승률이 가장 높은 전기전자업은  외국인과 기관의 \'동반\' 매수세가 나타나고 있으며, 수급측면으로는 52(매도):48(매수)의 매도우위를 기록하고 있다. 한편 전기전자업은 최근 7일 동안 2.37% 상승했으며(기간상승률 9위), 동일 기간 동안  외국인의 매수세가 강했던 것으로 나타났다.전기전자업 내 주요 종목 동향을 보면 LG이노텍이 +6.17%로 가장 강한 상승률을 보이고 있고, 유양디앤유(+4.57%), 삼성전기(+3.88%)가 뒤를 받치고 있다. 반면 광전자(-0.48%), 대동전자(-0.23%), LS산전(-0.12%) 등은 하락 흐름을 보이고 있다.이 시각 현재 외국인은 코스피시장에서 -31억 순매도를 기록 중이며, 화학업과 을 주로 매수하고 있다.[이 기사는 증시분석 전문기자 서경뉴스봇(newsbot@sedaily.com)이 실시간으로 작성했습니다.]/서경뉴스봇 newsbot@sedaily.com[서울경제 바로가기]▶ 텔레그램으로 서울경제 구독하기  | ▶ 네이버TV로 서울경제썸 구독하기▶ 네이버 메인에서 \'No. 1 뉴스\' 서울경제를 만나보세요저작권자 ⓒ 서울경제, 무단 전재 및 재배포 금지서울경제 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.수요집회 1,400회···\'오늘도 소녀는 기다립니다\'한국의 \'광복절\'이 일본에겐 \'종전기념일\'이라고?""미친 존재감""···기아차 SUV \'모하비 더 마스터\' 공개유승민 ""경제 기초체력 튼튼? 대통령이 만든 가짜뉴스""\'혐한방송\' DHC TV ""韓, 언론자유 훼손···우린 정당""좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0기사제공 :']"
9,삼성전자, 2019-08-1411:28,한국경제 ,트럼프가 숨 불어넣은 애플 부품株…LG이노텍 등 급등,https://finance.naver.com/news/news_read.nhn?article_id=0004192656&office_id=015&mode=search&query=LG이노텍&page=1,"['       트럼프가 숨 불어넣은 애플 부품株…LG이노텍 등 급등      기사입력2019-08-14 11:28기사원문좋아요훈훈해요좋아요 평가하기공감좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0댓글LG이노텍, 비에이치 등 국내 애플 부품주(株)가 주식시장에서 가파른 상승세를 보이고 있다. 간밤 미국 뉴욕증시에서 애플은 5% 가까이 뛰어올랐다. 애플의 주가상승은 트럼프 행정부로부터 들려온 긍정적인 소식 날아들어서다. 내달 1일부터 휴대폰 등 특정 중국산 제품(3000억 달러 규모)에 \'10% 관세\'를 부과하려던 시점을 3개월가량 늦추기로 결정했다.14일 오전 11시 25분 현재 유가증권시장에서 LG이노텍은 전날보다 5600원(5.66%) 상승한 10만4500원에 거래되고 있다. 같은 시간 코스닥 시장에서 비에이치도 550원(3.42%) 상승한 1만6650원을 기록 중이다.도널드 트럼프 대통령은 13일(미국 현지시간) SNS(트위터)를 통해 ""일부 관세가 미국 소비자들에게 영향을 미칠 지도 모르기 때문에 크리스마스 시즌에 대비해 미리 조치를 취했다""라고 말했다. 미국 무역대표부(USTR)는 앞서 휴대폰, 노트북 등 정보기술(IT) 핵심 제품을 나열하면서 ""이들 중국산 제품에 대한 10% 관세 부과 시점을 오는 12월15일로 3개월 늦추기로 했다""고 발표했다. 당초 9월1일부터 부과될 예정이던 수입품 약 3000억 달러 규모 중 일부다.이 같은 소식에 애플이 상승했다. 애플은 전날보다 8.49달러(4.23%) 상승한 208.97달러에 장을 마쳤다. 시간 외 거래에서도 9.02달러(4.5%) 더 올랐다. 중국 시장에서 아이폰의 출하량이 회복세로 돌아섰다는 분석도 국내 애플 부품주를 밀어올리고 있다.NH투자증권에 따르면 7월 중국 스마트폰 출하량 중 애플 판매량이 대부분인 해외 브랜드 출하량은 230만대로 지난해 같은 기간보다 25.3% 증가했다. 작년 5월 이후 처음으로 직전연도 대비 성장했다.이 증권사 이규하 연구원은 ""중국 현지 브랜드 매출 비중이 비교적 높은 업체들인 삼성전기 와이솔 보다는 애플 비중이 높은 LG이노텍과 비에이치 등의 업체가 수혜를 받을 것""이라고 했다.다만 그는 ""하반기 판매량에 대한 기대치가 높지 않다는 점을 고려해야 한다""면서도 ""국내 부품사의 주가가 과도하게 빠진 상황이라서 \'저가 매수\' 전략은 유효하다""라고 조언했다. 이송렬 한경닷컴 기자 yisr0203@hankyung.com▶ 네이버에서 한국경제 뉴스를 받아보세요▶ 한경닷컴 바로가기  ▶ 모바일한경 구독신청 ⓒ 한국경제 & hankyung.com, 무단전재 및 재배포 금지한국경제 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.""예상 했지만 이 정도일 줄은…"" 양현석의 몰락""한국, 이대로 가다간…"" 美 전문가 \'경고\'""구리 롯데백화점 매각""…롯데에 무슨 일?""7억5000만원 넘는 아파트, 당장 내년부터…""""일본, 가지 않겠습니다"" 심상치 않은 조짐좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0기사제공 :']"
