,회사명,날짜,언론사,기사제목,링크,본문
0,삼성전자, 2019-10-0521:37,KBS ,"이재용, 삼성전자 사내이사 물러날 듯",https://finance.naver.com/news/news_read.nhn?article_id=0010750132&office_id=056&mode=search&query=삼성전자&page=1,"['       이재용, 삼성전자 사내이사 물러날 듯      기사입력2019-10-05 21:37기사원문좋아요훈훈해요좋아요 평가하기공감좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0댓글이재용 삼성전자 부회장이   사내 등기이사에서 물러날 것으로 알려졌습니다.  재계 관계자는  이 부회장이  오는 26일로 끝나는 사내 등기이사 임기를 연장하지 않을 것이라고 밝혔습니다.이 부회장은 사내 등기이사에서 물러나더라도 부회장직을 계속 수행할 예정이어서 총수 역할도 이어나갈 것으로 보입니다. 이 부회장은 오는 25일 국정농단 사건 파기환송심 첫 공판을 앞두고 있습니다.KBS▶ 콕! 찍어주는 재미 ‘크랩(KLAB)’▶ ‘여심야심(與心ㆍ野心)’ 취재기자가 전하는 국회 뒷 이야기▶ 네이버 채널 KBS뉴스 구독! 시원하게 털어드립니다KBS 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.다시 모인 촛불 집회…더 커진 \'검찰 개혁\' 요구뺨 때리고, 욕하고, 동전 던지고…수난의 119 구급대원국토부, 민자고속도로 요금 낮춘다더니…\'조삼모사\' 불과적자 해양플랜트 현대중공업, 하청업체에 ""돈 덜 받아라""수사 과오 드러나도 징계 안받는 경찰…왜?좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0기사제공 :']"
1,삼성전자, 2019-10-0520:28,경향신문 ,"이재용, 등기이사 임기 연장용 주총 소집 안하는 까닭은",https://finance.naver.com/news/news_read.nhn?article_id=0002966711&office_id=032&mode=search&query=삼성전자&page=1,"['       이재용, 등기이사 임기 연장용 주총 소집 안하는 까닭은      기사입력2019-10-05 20:28기사원문좋아요훈훈해요좋아요 평가하기공감좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0댓글이재용 삼성전자 부회장. 연합뉴스이재용 삼성전자 부회장이 등기이사에서 물러날 것으로 알려졌다. 4일 재계에 따르면 삼성전자는 이 부회장의 임기가 만료되는 오는 26일까지 이사회나 임시 주주총회를 열지 않기로 결정한 것으로 알려졌다. 상법상 기존 사내이사 임기를 연장하기 위해서는 주주총회를 열어야 하며, 최소 2주 전에 소집 공고를 내야 한다. 이 부회장은 2016년 9월12일 이사회를 거쳐 45일 뒤인 10월27일 임시 주총을 통해 사내이사로 선임됐다. 이사 임기는 3년을 초과할 수 없으며 26일까지 이사회나 임시 주총을 열지 않으면 이 부회장의 임기는 만료된다. 이 부회장은 사내이사에서 물러나더라도 부회장직을 계속 수행하면서 신사업 발굴과 대규모 투자 결정, 미래 먹거리 육성 등을 통해 현재의 위기상황을 극복해 나갈 전망이다.한편 이 부회장은 등기이사 임기를 하루 남긴 25일 국정농단 사건 파기환송심 첫 공판을 앞두고 있다. 대법원은 지난 8월29일 국정농단 사건 상고심에서 삼성 경영권 승계작업이 존재했고, 이 부회장이 박근혜 전 대통령에게 이에 관한 부정한 청탁을 했다고 판단했다. 한편 삼성바이오 분식회계에 대한 검찰의 수사도 이 부회장을 향하고 있다.임소정 기자 sowhat@kyunghyang.com▶ 네이버 메인에서 경향신문 받아보기 ▶ 두고 두고 읽는 뉴스 ▶ 인기 무료만화©경향신문(www.khan.co.kr), 무단전재 및 재배포 금지경향신문 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.\'조국 내전\' 이후에도 \'정의·법치·공정\'을 말할 수 있을까학생 인권 변호사, 60번의 이력서를 내고…기간제 교사 되다래퍼 염따가 티셔츠+후드티 팔아 4억 벌어들인 \'웃픈 사연\'탈북자 결연사업 추진 법타 스님 ""3만2000명도 감당 못하면, 2500만은 어떻게""서울시청 앞 기도성회 알바 동원 논란의 전말좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0기사제공 :']"
2,삼성전자, 2019-10-0519:20,KBS ,"이재용, 삼성전자 사내이사 물러날 듯…“총수 역할 계속”",https://finance.naver.com/news/news_read.nhn?article_id=0010750109&office_id=056&mode=search&query=삼성전자&page=1,"[""       이재용, 삼성전자 사내이사 물러날 듯…“총수 역할 계속”      기사입력2019-10-05 19:20기사원문좋아요훈훈해요좋아요 평가하기공감좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0댓글이재용, 삼성전자 사내이사 물러날 듯…“총수 역할 계속”KBS▶ 콕! 찍어주는 재미 ‘크랩(KLAB)’▶ ‘여심야심(與心ㆍ野心)’ 취재기자가 전하는 국회 뒷 이야기▶ 네이버 채널 KBS뉴스 구독! 시원하게 털어드립니다KBS 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.반일종족주의에 대한 논박 - ① '위안부'는 종족주의의 아성?수사 과오 드러나도 징계 안받는 경찰…왜?밤까지 강원 영동·영남 비…내일 아침 쌀쌀정경심 교수 두 번째 비공개 소환…사모펀드 의혹 등 조사'흡연자, 50대 이후 기침·가래 계속', COPD 의심!좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0기사제공 :""]"
3,삼성전자, 2019-10-0517:09,KBS ,"이재용, 삼성전자 사내이사 물러날 듯…“총수 역할 계속”",https://finance.naver.com/news/news_read.nhn?article_id=0010750096&office_id=056&mode=search&query=삼성전자&page=1,"[""       이재용, 삼성전자 사내이사 물러날 듯…“총수 역할 계속”      기사입력2019-10-05 17:09기사원문좋아요훈훈해요좋아요 평가하기공감좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0댓글이재용, 삼성전자 사내이사 물러날 듯…“총수 역할 계속”KBS▶ 콕! 찍어주는 재미 ‘크랩(KLAB)’▶ ‘여심야심(與心ㆍ野心)’ 취재기자가 전하는 국회 뒷 이야기▶ 네이버 채널 KBS뉴스 구독! 시원하게 털어드립니다KBS 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.반일종족주의에 대한 논박 - ① '위안부'는 종족주의의 아성?수사 과오 드러나도 징계 안받는 경찰…왜?[똑똑팩톡] 피의사실공표죄, 한국에만 있는 게 아니었다!?25년간 은신 수배자·200억원 사기범…한국인 2명 태국서 검거'흡연자, 50대 이후 기침·가래 계속', COPD 의심!좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0기사제공 :""]"
4,삼성전자, 2019-10-0516:10,뉴시스 ,"삼성전자, 3Q 영업이익 7조 올라서나...반도체 회복조짐에 모바일·OLED 약진...",https://finance.naver.com/news/news_read.nhn?article_id=0009489511&office_id=003&mode=search&query=삼성전자&page=1,"['       삼성전자, 3Q 영업이익 7조 올라서나...반도체 회복조짐에 모바일·OLED 약진(종합)      기사입력2019-10-05 16:10기사원문좋아요훈훈해요좋아요 평가하기공감좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0댓글3분기 잠정 실적 발표 앞두고 실적 개선 기대감 반도체 사업부 실적은 2분기와 비슷하겠지만 갤럭시A 시리즈 판매호조 등 IM사업부 이익↑뉴시스DB. 2019.05.16.【서울=뉴시스】 김종민 기자 = 삼성전자 3분기 실적이 당초 시장 예상치를 상회할 것으로 예상된다. 삼성전자의 실적 발표가 임박한 가운데, 2분기 6조원대 중반의 영업이익을 넘어서는 7조원대 영업이익을 달성하며 실적 개선세를 보이느냐에 시장의 관심이 쏠리고 있다. 4일 업계에 따르면, 삼성전자가 오는 8일께 올 3분기 잠정 실적을 발표할 예정이다. 금융투자업계에선 삼성전자가 3분기 매출 60조~63조원에 영업이익은 7조원을 상회할 것으로 전망하고 있다. 전분기 대비 매출액은 8~9%, 영업이익은 6%대 증가한 수치다. 디램 출하량 증가율이 기존 예상치 15% 보다 높은 25%에 이를 것으로 관측되는 가운데, 스마트폰 사업의 수익성도 갤럭시A 시리즈의 신모델 판매 호조에 따라 개선되고 있으며, OLED 사업은 예상대로 성수기 효과를 누리고 있다. 여기에 원달러 환율이 전분기 대비 2% 이상 상승한 것도 전사 수익성에 긍정적이었던 것으로 추정된다. 앞서 삼성전자는 2분기 미중 무역분쟁, 스마트폰 경쟁심화 등 어려운 업황 속에서도 2분기 영업이익 6조원대(매출 56조1271억원, 영업이익 6조5971억원)를 사수했다. 여기에 3분기에는 한일 외교 갈등에 따른 서플라이 체인(Supply chain. 공급 사슬) 붕괴 등 위기가 겹쳤지만, 2분기 대비 이익 개선세를 보이며 험란한 \'삼각파도\'를 잘 넘기고 있다는 분석이 나온다. 삼성전자의 실적은 이익 기여도가 높은 반도체 업황 부진이 이어지면서 전년 대비 실적 비교가 사실상 유의미하지 않은 상황이다.  반도체 사업부에서 지난해 1, 2, 3분기마다 10조원대 이상의 영업이익을 올리며 전체 이익을 견인했지만, 3분기에도 2분기 3조4000억원과 유사한 수준의 엉업이익을 달성할 것으로 전망하고 있다. 증권사별로는 IBK투자증권 3조3220억원, 신한금융투자 3조5900억원, 하나금융투자 3조6000억원이다. 3분기 반도체 업황 개선의 신호가 울렸고, 점차 수요가 회복되면서 연말께 D램과 낸드 모두 재고 수준이 정상 범위로 돌아오고, 나아가 가격 상승으로 이어질 것이란 관측이다. 【서울=뉴시스】삼성전자는 연결기준 2019년 2분기 매출 56조1300억원, 영업이익 6조6000억원의 잠정 실적을 31일 발표했다. (그래픽=전진우 기자)  618tue@newsis.com김운호 IBK투자증권 연구원은 ""3분기 낸드는 재고 정상화가 빠르게 진행되고 있고 가격 저점에 대한 공감대가 형성되고 있어 매출 증가와 수익성 개선이 동반될 것""이라며 ""D램은 아직 가격 하락이 좀 더 진행될 것으로 예상되지만 서버의 수요 개선이 시작된 것으로 판단한다""고 분석했다. 특히 회복세를 보이고 있는 반도체뿐 아니라 스마트폰 사업에서도 수익성 개선에 대한 기대가 커지고 있다. 메모리 부진을 모바일이 상쇄시키고 있다는 평가다. KTB투자증권은 갤럭시A 시리즈의 글로벌 판매 동향은 양호할 전망이며, 갤럭시 노트10 중 5G폰 비중 확대되며 모바일 사업부 판매가격 상승할 것으로 예상했다. 그러면서 IMIT·모바일)부문 영업이익을 전분기 1조5600억원 보다 49% 상승한 2조3300억원까지 늘어날 것으로 추정했다. 내년 IM사업부의 사업환경도 긍정적이다. 박강호 KTB투자증권 연구원은 ""2020년 5G 폰 시장 확대 과정에서 삼성전자가 초기 시장을 선점할 전망""이라며 ""화웨이는 미중무역분쟁 여 파로 중국 시장에 집중하고 있기 때문에 중국을 제외한 전 세계에서 사실상 삼성전자만 5G 폰 판매 중이라 이에 따른 반사이익 기대된다""고 분석했다. 또 디스플레이 역시 성수기 효과를 누리면서 3분기에 1조원 정도의 영업이익을 낼 것으로 전망된다. LCD가 수요 약세와 라인 폐쇄 등은 이익에 부정적이지만, OLED 사업은 북미와 중화권 고객 수요 확대로 인해 가동률이 하반기 70~80%까지 상승하면서 실적 기여가 기대된다. 특히 홀디스플레이를 구현하게 하는 내장형 지문인식센서의 고객사 반응이 폭발적으로, 중소형 OLED 패널 출하가 견조할 것으로 예상된다.한편 삼성전자의 장기 실적전망도 긍정적이다. 노근창 현대차증권 연구원은 ""혁신과 초격차를 사업부별로 지속할 수는 없지만 향후 3년간은 초격차 기술과 새로운 수요가 만나면서 역사적인 이익 달성을 시도할 것""이라며 ""5G서비스와 함께 자율주행 기술이 장착된 RPA(로보틱 처리 자동화. Robotic Process Automation) 신규 수요가 예상되는 가운데 메모리와 시스템 반도체 모두 매출 확대가 예상되고, 폴더블 솔루션을 탑재한 스마트폰으로 재차 프리미엄 스마트폰 시장 점유율 상승이 예상된다""고 분석했다.jmkim@newsis.com▶K-Artprice 오픈! 미술품 가격정보 한눈에 보세요▶ 네이버에서 뉴시스 채널 구독하기▶ 뉴시스 빅데이터 MSI 주가시세표 바로가기 <저작권자ⓒ 공감언론 뉴시스통신사. 무단전재-재배포 금지.>뉴시스 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.유명 여배우에게 전화 걸어 성희롱…경찰, 30대男 송치""혈액 A형은 사기꾼 많더라"" 말에 격분…맥주병 폭행지적장애 의붓아들 살해 후 시신 도로변에 내다 버린 계부갓난아기 앞 아내에 흉기 휘두른 20대…13시간만 자수알몸으로 농장 침입해 기물 파손… CCTV 토대로 추적중좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0기사제공 :']"
5,삼성전자, 2019-10-0514:09,세계일보 ,"이재용 삼성전자 부회장, 사내 등기이사서 물러난다",https://finance.naver.com/news/news_read.nhn?article_id=0003403073&office_id=022&mode=search&query=삼성전자&page=1,"['       이재용 삼성전자 부회장, 사내 등기이사서 물러난다      기사입력2019-10-05 14:09기사원문좋아요훈훈해요좋아요 평가하기공감좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0댓글    이재용 삼성전자 부회장이 사내 등기이사에서 물러날 것으로 전해졌다.    삼성전자에 따르면 이 부회장의 임기가 끝나는 오는 26일까지 이사회나 임시 주주총회를 열지 않기로 한 것으로 5일 전해졌다.    이는 이 부회장이 삼성전자 사내이사 임기를 연장하지 않고 물러날 것이라는 의미로 풀이된다.    이 부회장은 지난 2016년 9월12일 이사회를 거친 뒤 10월27일 임시 주총을 통해 사내이사로 선임됐다.    상법상 이사 임기는 3년을 초과할 수 없어 이 부회장의 임기는 26일로 만료된다.   이 부회장은 사내이사에서 물러나도 그 자리를 채우지 않고 부회장직을 계속 수행하면서 그룹 총수 역할은 계속 할 것으로 예상된다.   한편, 이 부회장은 오는 25일 국정농단 사건 파기환송심 첫 공판을 앞두고 있다.    장혜원 온라인 뉴스 기자 hodujang@segye.com 사진=연합뉴스ⓒ 세상을 보는 눈, 세계일보세계일보 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.김현미 ""내년 총선 출마할 것""""신선한 공기가∼"" 비행기 비상구 문을 연 여성\'여대생 자취방서 음란행위\' CCTV로 잡고보니검사가 꿈이었던 중3 모범생…7명 살리고 하늘나라로""애 딸린 이혼녀와 결혼했는데, 바람났습니다""좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0기사제공 :']"
6,삼성전자, 2019-10-0514:00,서울경제 ,"이재용 부회장, 삼성전자 사내이사 물러날 듯",https://finance.naver.com/news/news_read.nhn?article_id=0003629701&office_id=011&mode=search&query=삼성전자&page=1,"['       이재용 부회장, 삼성전자 사내이사 물러날 듯      기사입력2019-10-05 14:00기사원문좋아요훈훈해요좋아요 평가하기공감좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0댓글이재용 삼성전자 부회장. /연합뉴스[서울경제] 이재용 삼성전자 부회장이 사내 등기이사에서 물러날 것으로 전망된다. 4일 재계에 따르면 삼성전자는 이 부회장의 임기가 만료되는 오는 26일까지 이사회나 임시 주주총회를 열지 않기로 결정한 것으로 전해졌다. 이는 이 부회장이 삼성전자 사내이사 임기를 연장하지 않고 물러날 것이라는 의미다. 이 부회장은 지난 2016년 9월12일 이사회를 거쳐 45일 뒤인 10월27일 임시 주총을 통해 사내이사로 선임됐다. 상법상 이사 임기는 3년이다. 26일 이전에 이사회를 거쳐 임기를 연장하지 않을 경우 사내이사 임기가 만료되는 셈이다.상법에 따르면 기존 사내이사 임기를 연장하기 위해서는 주주총회를 열어야 하는데, 최소 2주 전에 소집 공고를 내야 한다. 이에 따라 늦어도 11일 전에는 소집을 통지해야 하지만 삼성전자는 주총을 열지 않기로 결정한 것으로 전해졌다. 이 부회장은 사내이사에서 물러나더라도 그 자리를 채우지 않고 부회장직을 계속 수행하며 신사업 발굴과 대규모 투자 결정, 미래 먹거리 육성 등에 집중해 현재의 위기상황을 극복해 나갈 전망이다. 이 부회장은 25일 국정농단 사건 파기환송심 첫 공판을 앞두고 있다. /변수연기자 diver@sedaily.com[서울경제 바로가기]▶ 텔레그램으로 서울경제 구독하기  | ▶ 네이버TV로 서울경제썸 구독하기▶ 네이버 메인에서 \'No. 1 뉴스\' 서울경제를 만나보세요저작권자 ⓒ 서울경제, 무단 전재 및 재배포 금지서울경제 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.이재용, 대법판결 후 첫 현장경영···""불확실성 클수록 흔들림 없어야""빈살만 또 만난 이재용, 스마트시티 구체화\'국정농단\' 이재용 파기환송심 내달 25일 첫 재판[단독] 이재용, 10월25일 \'국정농단\' 파기환송심 첫 재판홍진영, 이 섹시한 몸매에 운동을? \'헬스장 셀카\' 전격공개좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0기사제공 :']"
7,삼성전자, 2019-10-0514:00,이데일리 ,"[주목!e스몰캡]유니셈, 전방산업 투자 확대로 수주 모멘텀 재개",https://finance.naver.com/news/news_read.nhn?article_id=0004483637&office_id=018&mode=search&query=삼성전자&page=1,"['       [주목!e스몰캡]유니셈, 전방산업 투자 확대로 수주 모멘텀 재개      기사입력2019-10-05 14:00기사원문좋아요훈훈해요좋아요 평가하기공감좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0댓글삼성전자·中업체 반도체 생산라인 투자 확대 기대""수주 증가세 바탕 4분기부터 확연한 실적 개선""[이데일리 김대웅 기자] 반도체 장비업체 유니셈(036200)이 반도체 생산라인 국산화 움직임에 힘입어 수주 기대감을 높이고 있습니다. 증권가에서는 오는 4분기부터 본격적으로 수주 모멘텀이 재개될 것이란 전망입니다.반도체·디스플레이용 스크러버와 칠러를 생산하는 유니셈은 지난해 수주가 부진하면서 주가도 큰 폭으로 하락했습니다. 지지부진한 흐름은 올 상반기까지 이어졌습니다. 하지만 하반기부터 새로운 흐름이 전개될 것이란 기대가 높습니다.올 상반기 주요 고객사로의 매출 기여가 없는 상황에서 유니셈은 힘든 시기를 지나왔습니다. 하지만 하반기부터 중국 디스플레이(LCD, OLED)의 수주 가시성이 확대되고 있고, 내년 전방산업의 시설투자 회복 기대도 높아지고 있습니다.특히 지난달 9일 삼성물산이 삼성전자 평택2 마감공사 계약을 공시하며 평택2 시설투자에 대한 기대감이 살아났고 시안2에서도 점진적 증설이 진행되고 있습니다. 내년도 삼성전자의 메모리 시설투자 로드맵이 환기됐다는 점에서 투자심리에 긍정적이라는 평가입니다.평택2, 시안2와 더불어 삼성전자는 경기도 화성에 비메모리 생산라인 증설을 추진 중입니다. 전통적으로 비메모리 장비는 국산화가 더뎠는데 화성 생산라인에서는 국산화가 속도를 낼 것으로 전망되고 있습니다. E프로젝트에 EUV(극자외선) 노광장비가 도입되면 공정의 스텝 수가 바뀔 수 있지만 전반적 국산화 국면은 유니셈의 수주 전망에 긍정적인 흐름이 될 것으로 관측됩니다.유니셈의 주력제품인 스크러버는 일반적인 인프라 장치와 달리 전공정 장비와 유기적으로 연결돼 미세화 및 고단화 진행 시마다 수주 규모가 늘어나는 특성이 있습니다. 김경민 하나금융투자 연구원은 “신규 설치 이후에도 유지보수 매출이 발생한다는 점에서 전방산업 시설투자 회복 시에 실적 턴어라운드를 견인할 것으로 기대된다”고 분석했습니다.고객사의 투자가 공정 미세화 중심으로 옮겨가면서 신규 인프라 장비 투자가 지연돼 왔짐나 4분기부터 수주 모멘텀이 재개되면서 가파른 실적 회복세가 나타날 것이란 전망도 나오고 있습니다.김양재 KTB투자증권 연구원은 “올해 지연됐던 투자가 이르면 4분기부터 재개될 전망이고, 중국 LCD 와 OLED 업체 투자도 3분기부터 재개될 예정이어서 4분기부터 유니셈의 실적이 확연히 개선될 것으로 보인다”고 전망했습니다.김대웅 (daxiong@edaily.co.kr)네이버 홈에서 ‘이데일리’ 뉴스 [구독하기▶]꿀잼가득 [영상보기▶] , 청춘뉘우스~ [스냅타임▶]＜ⓒ종합 경제정보 미디어 이데일리 - 무단전재 & 재배포 금지＞이데일리 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.오거돈 ""미투 가짜뉴스, 모조리 처벌"" 분개안재현 \'외톨이\' 구혜선 \'신난다\'…엇갈린 희비윤지오 ""후원금, 타인에 의해 받은 것…반환할 것""\'상간녀 소송\' 프로골퍼 ""조만간 입장 밝힐 것""\'한밤중 속옷 벗고 농장 훼손\' 경찰, 용의자 추적좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0기사제공 :']"
8,삼성전자, 2019-10-0513:38,파이낸셜뉴스 ,"이재용 삼성전자 부회장, 등기이사에서 물러나나",https://finance.naver.com/news/news_read.nhn?article_id=0004305256&office_id=014&mode=search&query=삼성전자&page=1,"['       이재용 삼성전자 부회장, 등기이사에서 물러나나      기사입력2019-10-05 13:38기사원문좋아요훈훈해요좋아요 평가하기공감좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0댓글      /사진=삼성전자   [파이낸셜뉴스] 이재용 삼성전자 부회장이 삼성전자 사내 등기이사에서 물러날 가능성이 높아졌다.  5일 재계에 따르면 삼성전자는 이 부회장의 사내이사 임기가 만료되는 오는 26일까지 임시 주주총회를 열지 않기로 했다.  이 부회장은 지난 2016월 10월27일 임시 주총을 통해 사내이사로 선임됐으며, 이달 26일 임기 3년을 채우게 된다.  기존 사내이사의 임기를 연장하기 위해서는 주총을 열어 재선임 의결해야 한다. 현행 상법상 주총 개최를 위해서는 2주 전에 소집통지를 해야 하지만 삼성전자는 주총을 열지 않기로 한 것으로 전해졌다.  주총을 통해 임기가 연장되지 않으면 이 부회장은 자연스럽게 사내이사직을 잃게 된다.  이 부회장은 그간 사내이사 연임 여부를 두고 고민을 거듭한 것으로 알려졌다. 무엇보다 삼성그룹의 총수로서는 사상 처음으로 법정구속된 국정농단 재판이 아직 끝나지 않았다는 부담이 적지 않게 작용한 것으로 전해진다.  앞서 이 부회장은 등기이사 선임 4개월 만인 2017년 2월 국정농단 사건으로 구속됐다. 2018년 2월 항소심에서 집행유예를 선고받고 석방됐지만, 석방된 지 1년6개월 만인 지난 8월29일 상고심에서 법원이 이 부회장의 국정농단 사건과 관련 일부 유죄 취지로 파기환송했다.  다만 이 부회장은 사내이사에서 물러나더라도 삼성전자 부회장 직책은 유지하게 된다. 이 부회장은 그룹 총수로서 미래 성장 동력을 위한 투자 기회를 발굴하는 등의 역할은 변함없이 이어갈 것으로 보인다.   ggg@fnnews.com 강구귀 기자   ▶ 헉! 소리나는 스!토리 뉴스 [헉스]▶ 클릭해, 뉴스 들어간다 [뉴스쿨] ▶ 세상에 이런일이 [fn파스]  ※ 저작권자 ⓒ 파이낸셜뉴스. 무단 전재-재배포 금지파이낸셜뉴스 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.박지원, 의미심장한 한마디 ""광화문집회 300만명. 그렇지만..""정경심 비공개 소환에 검찰 뼈 때린 공지영 ""여기서 밀리면..""\'김정숙 여사 수행\' 첫 男 비서관 최상영은 누구?\'입시비리 의혹\' 조국 딸 ""고졸 되어도 상관없다. 하지만..""집권 반환점 맞은 文대통령, 국정운영 조사 결과 \'의외\'좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0기사제공 :']"
9,삼성전자, 2019-10-0513:15,스포츠서울 ,"이재용, 삼성전자 사내이사 물러날듯…주총 없다",https://finance.naver.com/news/news_read.nhn?article_id=0000571817&office_id=468&mode=search&query=삼성전자&page=1,"['       이재용, 삼성전자 사내이사 물러날듯…주총 없다      기사입력2019-10-05 13:15기사원문좋아요훈훈해요좋아요 평가하기공감좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0댓글[스포츠서울 김태헌 기자] 이재용 삼성전자 부회장이 사내 등기이사에서 물러날 것으로 보인다.4일 재계에 따르면 삼성전자는 이 부회장의 임기가 만료되는 오는 26일까지 이사회나 임시 주주총회를 열지 않기로 결정한 것으로 전해졌다. 이는 이달 말로 예정된 국정농단 관련 뇌물공여 파기 환송심이 부담으로 작용된 것으로 풀이된다.이 부회장은 2016년 9월12일 이사회를 거쳐 45일 뒤인 10월27일 임시 주총을 통해 사내이사로 선임됐다. 상법상 3년의 임기를 넘을 수 없기 때문에 이 부회장의 임기는 26일로 만료된다.이 때문에 기존 사내이사 임기를 연장하기 위해서는 주주총회가 필요하고, 이는 최소 2주 전 소집 공고를 내야 하지만 삼성전자는 주총을 열지 않기로 결정한 것으로 알려졌다.앞서 이 부회장은 지난 2016년 삼성전자의 ‘갤럭시노트7 폭발 사고’ 등 삼성전자의 위기 상황을 돌파하기 위해 책임경영을 이유로 등기이사에 올랐다.재계 관계자는 “이 부회장이 등기이사와 관계없이 그룹 총수 역할을 이어 갈 것으로 보인다”며 “기존 이 부회장의 역할에는 변함이 없을 것”이라고 말했다. 119@sportsseoul.com▶스포츠서울 공식 페이스북▶팟캐스트 \'스포츠서울 야구 X파일\'▶스포츠서울 공식 유튜브 채널[기사제보 news@sportsseoul.com]  Copyright ⓒ 스포츠서울&sportsseoul.com스포츠서울 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.여배우, 가슴깊이 파인 의상 입고 \'노렸네\'손흥민, EPL \'이달의 선수\' 후보 싹쓸이\'나혼산\' 한혜진, 전현무와 이별 후 하는 말이…美 언론 ""류현진, 올해 PS 반전 예상""로드걸, 뻥 뚫린 의상 가리기 바빠진 손좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0기사제공 :']"
