,회사명,날짜,언론사,기사제목,링크,본문
0,삼성전자, 2018-02-2622:48,한국경제 ,"[포토]박정호 SK텔레콤 사장, 삼성전자 부스 방문",https://finance.naver.com/news/news_read.nhn?article_id=0003899391&office_id=015&mode=search&query=삼성전자&page=1,"['       [포토]박정호 SK텔레콤 사장, 삼성전자 부스 방문      기사입력2018-02-26 22:48기사원문좋아요훈훈해요좋아요 평가하기공감좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0댓글박정호 SK텔레콤 사장(사진 가운데 왼쪽)과 고동진 사장이 갤럭시 S9을 살펴보고 있다./사진=SK텔레콤박정호 SK텔레콤 사장과 고동진 삼성전자 사장이 26일(현지시간) 스페인 바르셀로나에서 열린 MWC(모바일월드콩그레스)2018 전시장에 마련된 삼성전자 부스를 둘러보고 있다.최수진 한경닷컴 기자 naive@hankyung.com[한경닷컴 바로가기] [글방] [모바일한경 구독신청] ⓒ 한국경제 & hankyung.com, 무단전재 및 재배포 금지한국경제 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.SKT, 세계 1위 양자통신기업 인수… ""해킹 불가능 5G 통신망 구축""\'5G 승기 잡자\'… SKT·KT, ICT 격전지 출격SK텔레콤, 세계 1위 양자암호통신 기업 \'IDQ\' 700억에 인수CS, SK텔레콤과 73억원 LTE 광중계기 공급계약SK텔레콤, 전자투표제 도입 결정좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0기사제공 :']"
1,삼성전자, 2018-02-2622:20,스포츠경향 ,"로또 사업자 선정 도전, 동행복권 컨소시엄 출범",https://finance.naver.com/news/news_read.nhn?article_id=0000539572&office_id=144&mode=search&query=삼성전자&page=1,"['       로또 사업자 선정 도전, 동행복권 컨소시엄 출범      기사입력2018-02-26 22:20기사원문좋아요훈훈해요좋아요 평가하기공감좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0댓글 4기 복권수탁사업자 선정이 다가온 가운데 제주반도체를 주관사로 하는 ‘동행복권 컨소시엄’이 참여업체 확정과 함께 출범식을 갖고 차기 복권 수탁사업자 선정 입찰에 공식 도전장을 내밀었다. 복권위원회는 오는 27일 입찰마감 이후 참여 기업의 제안서 평가를 거쳐 우선협상대상자를 선정한다. 또 3월 말 최종 계약을 체결할 예정이다. 컨소시엄 주관사인 제주반도체를 비롯해 NICE그룹 산하 한국전자금융, KIS정보통신, 나이스페이먼츠와 국내 1호 인터넷전문은행 케이뱅크, 그리고 방송사 최초의 사회공헌 기업 MBC 나눔과 국내 1위 네트워크 통합업체인 에스넷시스템, 여기에 국산 복권 시스템 개발사인 오이지소프트와 투비소프트, 메타씨엔에스 등 10개사가 참여한 가운데 26일 출범식이 진행됐다.제주반도체가 주관사를 맡은 ‘동행복권 컨소시엄’은 도덕성과 공정성에서의 신뢰를 바탕으로 분야별 최고 경쟁력을 갖춘 중견 강소기업들을 중심으로 참여업체 구성을 마무리하고, 입찰에 참여한다는 계획이다.주관사 제주반도체는 세계 최고 수준의 초소형 저전력 메모리반도체 설계기술로 매출의 80% 이상을 수출하는 국내 대표 메모리반도체 팹리스(Fabless)기업이다. 나이스그룹에서는 2만 5천개의 CD기를 관리하며 40개 지사에 현금수송인력만 700명이 넘는 현금수송 오프라인 플랫폼 보유한 한국전자금융이 단말기 공급 및 복권 유통을 담당한다. 지불업계 최초 전자서명시스템을 도입하고 현금영수증 제도를 창안한 KIS정보통신과 나이스페이먼츠는 온라인 결제 및 개인정보 보안을 담당한다. 언론사 최초의 사회공헌 기업인 MBC나눔의 컨소시엄 참여도 주목된다. MBC 나눔은 이번 컨소시엄 참여를 통해 누구나 쉽게 동참할 수 있는 나눔과 동행을 위한 사회공헌 프로그램을 기획하고 운영하는 역할을 맡는다. 복권 시스템 개발과 운영을 위해 국산 복권 및 스포츠토토 소프트웨어 개발의 주역인오이지소프트와 투비소프트, 메타씨엔에스가 참여하며, 시스템 통합 업무는 삼성전자에서 분사해 16년간 국내 네트워크 통합 분야에서 1위를 지켜온 에스넷시스템이 담당한다. 국내 1호 인터넷전문은행인 케이뱅크 참여도 눈길을 끈다. 신규 컨소시엄에 참여한 케이뱅크는 핀테크 기술을 활용하여 그간 은행지점 방문 등 불편했던 소액당첨금 지급을 ATM을 통해 자동화하는 서비스를 마련 후 복권위원회에 건의할 계획이다.복권 분야 글로벌 1위 컨설팅업체인 챔피언시스템(Champion Systems, 미국법인)도 동행복권 컨소시엄의 협약사로 최종 합류한다. 챔피언시스템은 1998년부터 미국, 스페인, 호주, 중국, 싱가포르 등 전 세계 주요 30개 복권사를 컨설팅했고, 한국에서도 1기 복권사업 및 스포츠토토 제안요청서를 컨설팅한 바 있다.   4기 복권수탁사업자로 선정되면 2018년 12월 2일부터 2023년 12월 31일까지 5년간 로또·연금·즉석·전자복권의 발행·판매관리를 맡게 된다.▶ [스포츠경향 인기 무료만화 보기]▶ [핫&스타포토]©스포츠경향(sports.khan.co.kr), 무단전재 및 재배포 금지스포츠경향 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.[단독인터뷰] 조근현 감독 또다른 성희롱 폭로자 ""술 권하며 잠자리 얘기만""오달수, \'성추행 의혹\' 부인…""결코 사실 아냐""김유정 건강이상 ""갑상생기능 저하…체력 떨어진 상태""[평창ing] \'마늘소녀들\' 광고 섭외 전화만 무려 150통조두순 묘사한 윤서인 \'한 컷 만화\'에 누리꾼 분노…청와대 청원인 하루만에 10만명 돌파좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0기사제공 :']"
2,삼성전자, 2018-02-2621:34,뉴시스 ,SK텔레콤 박정호 사장과 삼성전자 고동진 사장,https://finance.naver.com/news/news_read.nhn?article_id=0008460692&office_id=003&mode=search&query=삼성전자&page=1,"['       SK텔레콤 박정호 사장과 삼성전자 고동진 사장      기사입력2018-02-26 21:34기사원문좋아요훈훈해요좋아요 평가하기공감좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0댓글【바르셀로나(스페인)=뉴시스】 사진공동취재단 = 세계 최대 이동통신박람회 ‘모바일 월드 콩그레스 2018 (Mobile World Congress, MWC)’ 개막일인 26일(현지시간) 스페인 바르셀로나 피란 그란비아 전시장 삼성전자 부스에서 SK텔레콤 박정호 사장과 삼성전자 고동진 사장(오른쪽 네번째)이 이야기를 나누고 있다.  2018.02.26. photo@newsis.com[사진 영상 제보받습니다] 공감언론 뉴시스가 독자 여러분의 소중한 제보를 기다립니다. 뉴스 가치나 화제성이 있다고 판단되는 사진 또는 영상을 뉴시스 사진영상부(n-photo@newsis.com, 02-721-7470)로 보내주시면 적극 반영하겠습니다.뉴시스 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.여동생 2명 수년간 성폭행…인면수심 10대 오빠 \'징역형\'이럴 수가…2년 동안 알 20개 낳은 14세 소년 있다?10세 몸무게가 12kg…아들에 분유만 먹여 사망이방카 ""김여정보다는 한국의 자매들과 비교가 더 좋아""""숨소리 거슬려"" 버스서 60대 노인 때려 숨지게 한 10대좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0기사제공 :']"
3,삼성전자, 2018-02-2621:34,뉴시스 ,악수하는 SK텔레콤 박정호 사장과 삼성전자 고동진 사장,https://finance.naver.com/news/news_read.nhn?article_id=0008460693&office_id=003&mode=search&query=삼성전자&page=1,"['       악수하는 SK텔레콤 박정호 사장과 삼성전자 고동진 사장      기사입력2018-02-26 21:34기사원문좋아요훈훈해요좋아요 평가하기공감좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0댓글【바르셀로나(스페인)=뉴시스】 사진공동취재단 = 세계 최대 이동통신박람회 ‘모바일 월드 콩그레스 2018 (Mobile World Congress, MWC)’ 개막일인 26일(현지시간) 스페인 바르셀로나 피란 그란비아 전시장 삼성전자 부스에서 SK텔레콤 박정호 사장과 삼성전자 고동진 사장(오른쪽)이 악수하고 있다.  2018.02.26. photo@newsis.com[사진 영상 제보받습니다] 공감언론 뉴시스가 독자 여러분의 소중한 제보를 기다립니다. 뉴스 가치나 화제성이 있다고 판단되는 사진 또는 영상을 뉴시스 사진영상부(n-photo@newsis.com, 02-721-7470)로 보내주시면 적극 반영하겠습니다.뉴시스 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.여동생 2명 수년간 성폭행…인면수심 10대 오빠 \'징역형\'이럴 수가…2년 동안 알 20개 낳은 14세 소년 있다?10세 몸무게가 12kg…아들에 분유만 먹여 사망이방카 ""김여정보다는 한국의 자매들과 비교가 더 좋아""""숨소리 거슬려"" 버스서 60대 노인 때려 숨지게 한 10대좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0기사제공 :']"
4,삼성전자, 2018-02-2621:34,뉴시스 ,SK텔레콤 박정호 사장과 삼성전자 고동진 사장,https://finance.naver.com/news/news_read.nhn?article_id=0008460691&office_id=003&mode=search&query=삼성전자&page=1,"['       SK텔레콤 박정호 사장과 삼성전자 고동진 사장      기사입력2018-02-26 21:34기사원문좋아요훈훈해요좋아요 평가하기공감좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0댓글【바르셀로나(스페인)=뉴시스】 사진공동취재단 = 세계 최대 이동통신박람회 ‘모바일 월드 콩그레스 2018 (Mobile World Congress, MWC)’ 개막일인 26일(현지시간) 스페인 바르셀로나 피란 그란비아 전시장 삼성전자 부스에서 SK텔레콤 박정호 사장과 삼성전자 고동진 사장(오른쪽 두번째)이 이야기를 나누고 있다.  2018.02.26. photo@newsis.com[사진 영상 제보받습니다] 공감언론 뉴시스가 독자 여러분의 소중한 제보를 기다립니다. 뉴스 가치나 화제성이 있다고 판단되는 사진 또는 영상을 뉴시스 사진영상부(n-photo@newsis.com, 02-721-7470)로 보내주시면 적극 반영하겠습니다.뉴시스 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.여동생 2명 수년간 성폭행…인면수심 10대 오빠 \'징역형\'이럴 수가…2년 동안 알 20개 낳은 14세 소년 있다?10세 몸무게가 12kg…아들에 분유만 먹여 사망이방카 ""김여정보다는 한국의 자매들과 비교가 더 좋아""""숨소리 거슬려"" 버스서 60대 노인 때려 숨지게 한 10대좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0기사제공 :']"
5,삼성전자, 2018-02-2621:23,파이낸셜뉴스 ,'휘청거리는 1등株'… 종목 보단 '유망업종'에 주목,https://finance.naver.com/news/news_read.nhn?article_id=0003972355&office_id=014&mode=search&query=삼성전자&page=1,"['       \'휘청거리는 1등株\'… 종목 보단 \'유망업종\'에 주목      기사입력2018-02-26 21:23기사원문좋아요훈훈해요좋아요 평가하기공감좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0댓글올들어 삼성전자.셀트리온 각각 9% 20% 이상 떨어져전문가 ""지수 보다는 업종.. 종목대응 전략 필요"" 강조   1등주(株) 위주의 국내 증시가 휘청거리고 있다. 대장주의 주가가 빠지면서 지수가 흔들리는 것이다. 전문가들은 ""주도주가 아닌 주도업종을 보고 투자하라""고 조언한다.26일 한국거래소에 따르면 이날 코스피지수는 전 거래일보다 0.25% 상승한 2457.65에 거래를 마쳤다.지난달 말 2600 고지를 눈앞에 뒀던 코스피지수는 이달 들어 등락을 반복하며 2400선에 머물고 있다. 전체 시가총액의 5분의 1을 차지하는 삼성전자가 횡보하면서 상승 탄력을 잃어버린 모습이다.이날 삼성전자는 전 거래일 보다 0.34% 상승한 236만9000원에 마감했지만 삼성전자는 260만원을 넘던 1월 초와 비교할 때 9% 넘게 하락했다. 코스피지수의 하락 폭(1.9%)을 크게 웃도는 수준이다.코스닥도 별반 다르지 않다. 셀트리온이 코스피로 이전상장하기 전 코스닥시장에서 차지하는 비중은 약 10%였다. 이전상장한 첫날(9일) 코스닥지수는 2.24% 내렸다. 앞서 셀트리온은 지난달 말 이후 이전상장 전날까지 20% 이상 떨어졌고, 같은 기간 코스닥지수는 9.9% 빠졌다.많은 전문가들이 1등주 중심의 증시 성장에 대해 \'위험\' 신호를 보내고 있으나 주도주에 대한 의존은 해결될 조짐이 보이지 않는다.국내 증시가 호황을 누리던 지난해 8월 초 삼성전자의 시총 비중은 20.9%였다. 지난해 12월 초 21.13%까지 올랐다가 이달 들어서는 지난 23일 기준으로 19.24%를 기록했다.셀트리온 역시 지난해 8월 초 코스닥시장에서 시총 기준 5.94%였지만 이전상장 직전(8일)에는 10.99%까지 늘어났다.전문가들은 주도업종을 보고 투자할 것을 주문했다. 김병연 NH투자증권 연구원은 ""최근 환율에 민감한 업종의 실적 전망이 하향 조정되고 있기 때문에 당분간 지수보다는 업종, 종목 대응 전략이 필요하다""고 조언했다.이은택 KB증권 연구원은 ""1~2월 주도주가 주춤했던 시기에 시장을 모두 이긴 업종은 금융주와 경기민감주""라며 ""당분간 금융주 가운데서도 주가순자산비율(PBR)을 고려해 관심을 가지는 것이 바람직하다""고 말했다.pja@fnnews.com 박지애 기자     ▶ 세상의 모든 골 때리는 이야기 \'fn파스\'▶ 속보이는 연예뉴스 fn스타  ※ 저작권자 ⓒ  파이낸셜뉴스. 무단 전재-재배포 금지파이낸셜뉴스 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.된장찌개 먹방 사진으로 스타된 20대 러시아女영국에서 주목받는 평창 올림픽 미녀 선수 3인방경유차에 휘발유 넣은 주유소 직원..""차주도 30% 책임""""어젯밤도 못 잤다고요?"" 잠을 잃은 그대들에게매일 초콜릿 먹는 여성의 성생활 만족도 조사해보니좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0기사제공 :']"
6,삼성전자, 2018-02-2621:14,뉴시스 ,"모바일 월드 콩그레스 MWC 2018 개막, 삼성전자 부스 찾는 관람객",https://finance.naver.com/news/news_read.nhn?article_id=0008460685&office_id=003&mode=search&query=삼성전자&page=1,"['       모바일 월드 콩그레스 MWC 2018 개막, 삼성전자 부스 찾는 관람객       기사입력2018-02-26 21:14기사원문좋아요훈훈해요좋아요 평가하기공감좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0댓글【바르셀로나(스페인)=뉴시스】 사진공동취재단 = 세계 최대 이동통신박람회 ‘모바일 월드 콩그레스 2018 (Mobile World Congress, MWC)’ 개막일인 26일(현지시간) 스페인 바르셀로나 피란 그란비아 전시장에서 관람객들이 삼성전자 부스를 바라보고 있다.  2018.02.26. photo@newsis.com[사진 영상 제보받습니다] 공감언론 뉴시스가 독자 여러분의 소중한 제보를 기다립니다. 뉴스 가치나 화제성이 있다고 판단되는 사진 또는 영상을 뉴시스 사진영상부(n-photo@newsis.com, 02-721-7470)로 보내주시면 적극 반영하겠습니다.뉴시스 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.여동생 2명 수년간 성폭행…인면수심 10대 오빠 \'징역형\'이럴 수가…2년 동안 알 20개 낳은 14세 소년 있다?10세 몸무게가 12kg…아들에 분유만 먹여 사망이방카 ""김여정보다는 한국의 자매들과 비교가 더 좋아""""숨소리 거슬려"" 버스서 60대 노인 때려 숨지게 한 10대좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0기사제공 :']"
7,삼성전자, 2018-02-2621:14,뉴시스 ,"MWC 2018 개막, 삼성전자 부스 찾는 관람객",https://finance.naver.com/news/news_read.nhn?article_id=0008460687&office_id=003&mode=search&query=삼성전자&page=1,"['       MWC 2018 개막, 삼성전자 부스 찾는 관람객       기사입력2018-02-26 21:14기사원문좋아요훈훈해요좋아요 평가하기공감좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0댓글【바르셀로나(스페인)=뉴시스】 사진공동취재단 = 세계 최대 이동통신박람회 ‘모바일 월드 콩그레스 2018 (Mobile World Congress, MWC)’ 개막일인 26일(현지시간) 스페인 바르셀로나 피란 그란비아 전시장에서 관람객들이 삼성전자 부스를 바라보고 있다.  2018.02.26. photo@newsis.com[사진 영상 제보받습니다] 공감언론 뉴시스가 독자 여러분의 소중한 제보를 기다립니다. 뉴스 가치나 화제성이 있다고 판단되는 사진 또는 영상을 뉴시스 사진영상부(n-photo@newsis.com, 02-721-7470)로 보내주시면 적극 반영하겠습니다.뉴시스 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.여동생 2명 수년간 성폭행…인면수심 10대 오빠 \'징역형\'이럴 수가…2년 동안 알 20개 낳은 14세 소년 있다?10세 몸무게가 12kg…아들에 분유만 먹여 사망이방카 ""김여정보다는 한국의 자매들과 비교가 더 좋아""""숨소리 거슬려"" 버스서 60대 노인 때려 숨지게 한 10대좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0기사제공 :']"
8,삼성전자, 2018-02-2621:14,뉴시스 ,"모바일 월드 콩그레스 MWC 2018 개막,, 붐비는 삼성전자",https://finance.naver.com/news/news_read.nhn?article_id=0008460684&office_id=003&mode=search&query=삼성전자&page=1,"['       모바일 월드 콩그레스 MWC 2018 개막,, 붐비는 삼성전자      기사입력2018-02-26 21:14기사원문좋아요훈훈해요좋아요 평가하기공감좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0댓글【바르셀로나(스페인)=뉴시스】 사진공동취재단 = 세계 최대 이동통신박람회 ‘모바일 월드 콩그레스 2018 (Mobile World Congress, MWC)’ 개막일인 26일(현지시간) 스페인 바르셀로나 피란 그란비아 전시장에서 관람객들이 삼성전자 부스를 바라보고 있다.  2018.02.26. photo@newsis.com[사진 영상 제보받습니다] 공감언론 뉴시스가 독자 여러분의 소중한 제보를 기다립니다. 뉴스 가치나 화제성이 있다고 판단되는 사진 또는 영상을 뉴시스 사진영상부(n-photo@newsis.com, 02-721-7470)로 보내주시면 적극 반영하겠습니다.뉴시스 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.여동생 2명 수년간 성폭행…인면수심 10대 오빠 \'징역형\'이럴 수가…2년 동안 알 20개 낳은 14세 소년 있다?10세 몸무게가 12kg…아들에 분유만 먹여 사망이방카 ""김여정보다는 한국의 자매들과 비교가 더 좋아""""숨소리 거슬려"" 버스서 60대 노인 때려 숨지게 한 10대좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0기사제공 :']"
9,삼성전자, 2018-02-2621:14,뉴시스 ,"모바일 월드 콩그레스 , 삼성전자 부스 찾는 관람객",https://finance.naver.com/news/news_read.nhn?article_id=0008460686&office_id=003&mode=search&query=삼성전자&page=1,"['       모바일 월드 콩그레스 , 삼성전자 부스 찾는 관람객       기사입력2018-02-26 21:14기사원문좋아요훈훈해요좋아요 평가하기공감좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0댓글세계 최대 이동통신박람회 ‘모바일 월드 콩그레스 2018 (Mobile World Congress, MWC)’ 개막일인 26일(현지시간) 전시장인 피란 그란비아를 찾은 관람객들이 삼성전자 부스를 바라보고 있다. (2018.02.26/사진공동취재단/노컷뉴스 황진환)[사진 영상 제보받습니다] 공감언론 뉴시스가 독자 여러분의 소중한 제보를 기다립니다. 뉴스 가치나 화제성이 있다고 판단되는 사진 또는 영상을 뉴시스 사진영상부(n-photo@newsis.com, 02-721-7470)로 보내주시면 적극 반영하겠습니다.뉴시스 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.여동생 2명 수년간 성폭행…인면수심 10대 오빠 \'징역형\'이럴 수가…2년 동안 알 20개 낳은 14세 소년 있다?10세 몸무게가 12kg…아들에 분유만 먹여 사망이방카 ""김여정보다는 한국의 자매들과 비교가 더 좋아""""숨소리 거슬려"" 버스서 60대 노인 때려 숨지게 한 10대좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0기사제공 :']"
