,회사명,날짜,언론사,기사제목,링크,본문
0,삼성전자, 2017-10-2723:03,매일경제 ,"삼성, 31일 사장단인사…세대교체 폭 관심집중",https://finance.naver.com/news/news_read.nhn?article_id=0004037953&office_id=009&mode=search&query=삼성전자&page=1,"['       삼성, 31일 사장단인사…세대교체 폭 관심집중      기사입력2017-10-27 23:03기사원문좋아요훈훈해요좋아요 평가하기공감좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0댓글이상훈 부회장 승진설에 정현호 사장 복귀 가능성`세트` 김현석·고동진 투톱 유력, `반도체` 김기남·전동수 거론오는 31일 열리는 삼성전자 이사회에서 단행할 사장단 교체 폭을 놓고 관심이 집중되고 있다. 최고경영진으로 50대 사장들이 전면 배치되면서 대규모 세대교체가 이뤄질 것이라는 전망이 많다. 27일 삼성 계열사에 따르면 삼성전자는 이번 이사회에서 최근 용퇴를 선언한 권오현 부회장의 후임 사장 인사를 보고하고 조직 개편도 논의할 것으로 알려졌다. 삼성전자 고위 관계자는 ""이사회에 먼저 보고한 뒤에 사장단 인사를 발표할 것으로 알고 있다""며 ""권 부회장이 맡고 있던 삼성전자 DS부문장과 삼성디스플레이 후임 사장이 정해지지 않겠느냐""고 말했다. 후임자는 권 부회장이 추천할 계획이라고 밝힌 만큼 반도체 세계 1등 과정을 함께 만들어왔던 후배를 거론할 가능성이 높다. 삼성 내에서는 김기남 반도체총괄사장과 전동수 의료기기사업부장을 많이 언급하고 있다. 삼성전자를 이끌 차세대 주자가 얼마나 등장할지가 관심사다. 일단 삼성 내에서는 이상훈 사장의 부회장 승진 가능성을 거론하는 분위기도 있다. 이미 삼성전자 경영지원실장으로서 CFO를 맡아 왔고, 등기이사로서 이사회 멤버 경험도 있어서다. 그만큼 전체적인 그림을 그리면서 내부 살림을 챙길 수 있는 인물이다. 또한 지금은 해체됐지만 삼성그룹 컨트롤타워였던 미래전략실에서 인사담당 사장을 맡았던 정현호 전 사장이 복귀하면서 중책을 맡을 것이라는 관측이 나온다. 미래전략실 해체 당시 팀장들이 전원 사표를 쓰고 나가는 바람에 함께 물러났지만 정 전 사장은 사실 최순실 국정농단 사태와는 아무런 관련이 없어 억울하게 나갔다는 평가가 많았다. 그룹 최고위 임원들의 전체적인 인사를 직접 챙겼기 때문에 정 전 사장의 역할은 앞으로도 분명하다는 얘기다. 세트 부문은 김현석 사장과 고동진 사장 투 톱 체제가 될 가능성이 유력하다. 윤부근 대표 밑에서 TV사업을 총괄하며 경영을 배워왔기 때문에 검증은 이미 끝났다는 분석이다. 갤럭시 새 사령탑으로 2년 전 깜짝 등장했던 고 사장도 자리를 지키면서 갤럭시 신화를 이끌어갈 것으로 예상된다. 이렇게 되면 소비자가전(CE)은 김 사장이, 인터넷모바일(IM)은 고 사장이 차세대 주자로 한걸음 더 나아가게 된다. 조직 개편도 단행될 가능성이 크다. 삼성전자를 중심으로 삼성디스플레이, 삼성SDS, 삼성전기 등 관련 제조업 분야를 총괄하는 조직이 만들어질 전망이다. 이 과정에서 육현표 에스원 대표, 홍원표 삼성SDS 사장, 전영현 삼성SDI 사장 등이 새로운 역할을 맡을 가능성이 있고 해외에서는 데이비드 은 삼성넥스트 사장, 손영권 최고전략책임자 등도 주목받는 분위기다.  [송성훈 기자]▶직장인 당구왕은 바로 당신! 지금 신청하세요▶뉴스 이상의 무궁무진한 프리미엄 읽을거리매일경제 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.\'시선 올킬\' 김아중, 하차부터 \'美친 각선미\' 드러내다한국형 하이퍼루프 첫선…상용화땐 서울~부산 16분헨리, 훈훈 매력+반전 분위기까지…이런 모습도?누구나 알고 있지만 모두가 탈 순 없는 차추수현, 군살없는 완벽 \'명품 글래머 몸매\'에 \'입이 쩍\'좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0기사제공 :']"
1,삼성전자, 2017-10-2720:43,서울경제 ,삼성전자 31일 이사회에서 반도체 부문 대표 선임,https://finance.naver.com/news/news_read.nhn?article_id=0003140314&office_id=011&mode=search&query=삼성전자&page=1,"['       삼성전자 31일 이사회에서 반도체 부문 대표 선임      기사입력2017-10-27 20:43기사원문좋아요훈훈해요좋아요 평가하기공감좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0댓글 계열사 사장단 인사는 순차적 실시그룹 총괄 컨트롤타워 부활로 가닥[서울경제] 삼성전자가 오는 31일 열리는 이사회에 권오현 삼성전자 부회장의 후임 인사를 단행한다. 삼성은 또 이날 이사회 개편과 컨트롤타워 설치 등을 포함하는 조직 개편 방안도 밝힌다. 특히 부활한 컨트롤타워는 기존 대관·지배구조 관련 업무를 뺀 계열사 간 투자 조정 역할에 치중하게 되며 전체 계열사를 관할하는 형태로 가닥이 잡혔다. 27일 삼성그룹에 따르면 권오현 삼성전자 부회장은 31일 이사회를 열어 후임 반도체(DS) 부문 대표이사를 이사회에 추천하고 선임 절차를 밟는다. 권 부회장이 함께 맡고 있었던 삼성디스플레이 대표 후임 인사를 비롯해 다른 계열사 사장단 인사는 순차적으로 실시할 가능성이 큰 것으로 알려졌다. 재계에서는 그간 인사를 전담했던 미래전략실이 해체되고 총수도 부재한 상황이라 이사회에서 대표를 추천할 것이라는 관측이 많았다. 이사회 당일 인사가 계열사 사장단으로 확대될지가 초미의 관심사였지만 삼성전자가 계열사 사장단 인사를 단행할 법적 근거가 없어 1~2주 간격을 두고 계열사별로 인사가 이뤄질 것으로 전해졌다. 삼성 내부에서는 계열사 사장단 인사에서 세대교체 바람이 거셀 것으로 보고 있다. 근 2년간 제대로 된 인사가 없었던 데다 이재용 부회장 체제를 받쳐줄 신진 세력의 중용이 필요하다는 판단에 따른 것이다.  이사회 개편 작업의 뼈대도 나왔다. 일단 삼성전자는 반도체 부문 대표이사와 이사회 의장을 분리시키기로 했다. 이사회 의장에는 사외이사를 비롯해 최고경영자(CEO) 출신의 외국인이 선임될 가능성이 크다는 관측이다. 이런 이사회 개혁은 신설되는 컨트롤타워 역할을 지원·견제하기 위한 조치로 해석된다. 컨트롤타워가 전자·금융·물산 등 계열사별로 설치될 수 있다는 전망이 많았지만 이전과 비슷한 그룹 총괄 기능 형태로 가닥이 잡힌 것으로 알려졌다. 계열사 간 중복투자 등을 조율하려면 계열사별 컨트롤타워로는 한계가 있다는 판단에 따른 것으로 보인다. 컨트롤타워 기능도 바뀐다. 기존 역할 중에서 지배구조 관련 업무, 정경유착의 연결고리가 될 수 있는 대관업무 등은 빼고 투자 업무 조정에 집중하는 쪽으로 방점이 찍혔다. 재계 관계자는 “과거 이건희 회장이 ‘신경영’으로 혁신을 주도했던 것처럼 차세대 리더십이 어떻게 구현될지에 따라 삼성의 미래가 달렸다”며 “이 부회장으로서는 혁신 DNA를 갖춘 신진세대를 중용해 자신의 체제를 공고히 할 것”이라고 전망했다. /한재영기자 jyhan@sedaily.com[서울경제 바로가기]1997년 이래 대한민국 최고의 과학자 DB [바로가기]서울경제의 모든 연재물!... 서경Cube [바로가기▶]저작권자 ⓒ 서울경제, 무단 전재 및 재배포 금지서울경제 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.\'사드 보복 풀리나\'···中 최대 여행사, 한국 여행상품 판매 재개 검토우발적 범행? \'윤송이 부친\' 살해 용의자 휴대폰에린제이 로한 열애설 상대는 코리안 헐크? 팔뚝 후덜덜 ""기분이 안 좋다"" 성추행 감독 옹호배정남, 주진우 기자와 다정한 투샷···\'이명박 추격기\' 삼매경린제이 로한, 한국 \'팔씨름 왕\' 하제용과 열애?···\'궁금증\' 증폭좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0기사제공 :']"
2,삼성전자, 2017-10-2720:13,MBC ,"'수출비중 16.4%' 훨훨나는 반도체, 불안한 버팀목?",https://finance.naver.com/news/news_read.nhn?article_id=0000790096&office_id=214&mode=search&query=삼성전자&page=1,"['       \'수출비중 16.4%\' 훨훨나는 반도체, 불안한 버팀목?      기사입력2017-10-27 20:13기사원문좋아요훈훈해요좋아요 평가하기공감좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0댓글 [뉴스데스크]◀ 앵커 ▶올해 우리 경제가 3% 성장을 달성할 거란 전망인데요.성장을 이끄는 게 바로 반도체입니다.전체 수출의 16%나 차지할 정도로 우리 경제의 독보적 존재라고 할 수 있는데 한편으로는 쏠림이 지나치지 않나 하는 우려의 목소리도 나옵니다.류병수 기자입니다.◀ 리포트 ▶SK하이닉스가 사상 최대 실적 행진을 이어가고 있습니다.3분기 영업이익이 3조 7천억원으로 작년 같은 때보다 4배나 급성장했습니다.올해 전체 영업이익이 13조원이 넘을 걸로 예상되는데, 삼성전자의 전망치 35조원을 합하면 두 업체의 영업 이익만 50조원에 육박합니다.우리나라 올 해 예산 400조원의 8분의 1에 육박하는 규모입니다.이같은 사상 최대 실적은 세계 경기호조에 따른 수출이 급증한 덕입니다.올들어 지난 9월까지 반도체 수출은 지난해 같은 기간에 비해 56% 늘어난 704억 1천 만달러.이는 같은 기간 우리나라의 전체 수출액의 16.4%에 해당되는데 연말까지도 이같은 추세가 계속될 전망이어서 역대 최고기록을 갈아치울 걸로 보입니다.문제는 이처럼 반도체에 수출이 집중되는 쏠림 현상이 심화되고 있는 점입니다.같은 기간 전통적인 수출 효자 종목이던 자동차 부품 수출은 전년 대비 6%, 산업용전자 제품 수출은 11%가량 감소했고, TV 수출이 56% 줄어든 걸 비롯해 가정용 전자제품은 20% 가량 감소했습니다.[조영무/LG경제연구원 연구위원]""핀란드가 노키아가 어려움을 겪으면서 어려워졌던 선례를 감안하면 반도체와 같은 일부 업종에 지나치게 의존하는 것은 상당한 리스크를 안고 있는 것으로(보여집니다)""중국은 국가차원에서 \'반도체 굴기\'를 내세워 우리 업체를 턱밑까지 추격하고 있는 상황입니다.게다가 당장 내년을 장담하기 힘든 반도체시장의 변동성을 감안하면, 반도체에 의존한 성장세는 안심할 수 없다는 지적입니다.MBC뉴스 류병수입니다.류병수기자 (gamja1994@mbc.co.kr )[저작권자(c) MBC (www.imnews.com) 무단복제-재배포 금지]Copyright(c) Since 1996, MBC&iMBC All rights reserved.MBC 관련뉴스해당 언론사에서 선정하며 언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.한미 국방장관, 최북단 초소 방문…\'한미동맹\' 과시北, 이례적 나포 어선 엿새 만에 돌려보내…속셈은?국정감사, 결국 \'반쪽\' 파행…여당·방문진 충돌\'대출규제 피하자\'…분양시장 청약 열기 \'후끈\'\'수출비중 16.4%\' 훨훨나는 반도체, 불안한 버팀목?좋아요0훈훈해요0슬퍼요0화나요0후속기사 원해요0기사제공 :']"
